website_session_id,pageview_url,products_page,mrfuzzy_page,cart_page,shipping_page,billing_page,thankyou_page
18384,/lander-1,0,0,0,0,0,0
18384,/products,1,0,0,0,0,0
18385,/lander-1,0,0,0,0,0,0
18385,/products,1,0,0,0,0,0
18386,/lander-1,0,0,0,0,0,0
18387,/lander-1,0,0,0,0,0,0
18387,/products,1,0,0,0,0,0
18387,/the-original-mr-fuzzy,0,1,0,0,0,0
18387,/cart,0,0,1,0,0,0
18387,/shipping,0,0,0,1,0,0
18388,/lander-1,0,0,0,0,0,0
18388,/products,1,0,0,0,0,0
18389,/lander-1,0,0,0,0,0,0
18391,/lander-1,0,0,0,0,0,0
18392,/lander-1,0,0,0,0,0,0
18394,/lander-1,0,0,0,0,0,0
18394,/products,1,0,0,0,0,0
18394,/the-original-mr-fuzzy,0,1,0,0,0,0
18394,/cart,0,0,1,0,0,0
18394,/shipping,0,0,0,1,0,0
18394,/billing,0,0,0,0,1,0
18395,/lander-1,0,0,0,0,0,0
18397,/lander-1,0,0,0,0,0,0
18398,/lander-1,0,0,0,0,0,0
18398,/products,1,0,0,0,0,0
18398,/the-original-mr-fuzzy,0,1,0,0,0,0
18398,/cart,0,0,1,0,0,0
18399,/lander-1,0,0,0,0,0,0
18399,/products,1,0,0,0,0,0
18400,/lander-1,0,0,0,0,0,0
18401,/lander-1,0,0,0,0,0,0
18401,/products,1,0,0,0,0,0
18401,/the-original-mr-fuzzy,0,1,0,0,0,0
18402,/lander-1,0,0,0,0,0,0
18403,/lander-1,0,0,0,0,0,0
18403,/products,1,0,0,0,0,0
18404,/lander-1,0,0,0,0,0,0
18404,/products,1,0,0,0,0,0
18404,/the-original-mr-fuzzy,0,1,0,0,0,0
18405,/lander-1,0,0,0,0,0,0
18405,/products,1,0,0,0,0,0
18405,/the-original-mr-fuzzy,0,1,0,0,0,0
18405,/cart,0,0,1,0,0,0
18405,/shipping,0,0,0,1,0,0
18405,/billing,0,0,0,0,1,0
18406,/lander-1,0,0,0,0,0,0
18407,/lander-1,0,0,0,0,0,0
18408,/lander-1,0,0,0,0,0,0
18408,/products,1,0,0,0,0,0
18408,/the-original-mr-fuzzy,0,1,0,0,0,0
18408,/cart,0,0,1,0,0,0
18409,/lander-1,0,0,0,0,0,0
18411,/lander-1,0,0,0,0,0,0
18412,/lander-1,0,0,0,0,0,0
18412,/products,1,0,0,0,0,0
18412,/the-original-mr-fuzzy,0,1,0,0,0,0
18413,/lander-1,0,0,0,0,0,0
18413,/products,1,0,0,0,0,0
18413,/the-original-mr-fuzzy,0,1,0,0,0,0
18413,/cart,0,0,1,0,0,0
18413,/shipping,0,0,0,1,0,0
18413,/billing,0,0,0,0,1,0
18413,/thank-you-for-your-order,0,0,0,0,0,1
18414,/lander-1,0,0,0,0,0,0
18415,/lander-1,0,0,0,0,0,0
18417,/lander-1,0,0,0,0,0,0
18417,/products,1,0,0,0,0,0
18418,/lander-1,0,0,0,0,0,0
18420,/lander-1,0,0,0,0,0,0
18420,/products,1,0,0,0,0,0
18420,/the-original-mr-fuzzy,0,1,0,0,0,0
18420,/cart,0,0,1,0,0,0
18420,/shipping,0,0,0,1,0,0
18420,/billing,0,0,0,0,1,0
18420,/thank-you-for-your-order,0,0,0,0,0,1
18421,/lander-1,0,0,0,0,0,0
18422,/lander-1,0,0,0,0,0,0
18422,/products,1,0,0,0,0,0
18422,/the-original-mr-fuzzy,0,1,0,0,0,0
18423,/lander-1,0,0,0,0,0,0
18423,/products,1,0,0,0,0,0
18424,/lander-1,0,0,0,0,0,0
18424,/products,1,0,0,0,0,0
18425,/lander-1,0,0,0,0,0,0
18425,/products,1,0,0,0,0,0
18425,/the-original-mr-fuzzy,0,1,0,0,0,0
18426,/lander-1,0,0,0,0,0,0
18427,/lander-1,0,0,0,0,0,0
18428,/lander-1,0,0,0,0,0,0
18429,/lander-1,0,0,0,0,0,0
18430,/lander-1,0,0,0,0,0,0
18430,/products,1,0,0,0,0,0
18430,/the-original-mr-fuzzy,0,1,0,0,0,0
18430,/cart,0,0,1,0,0,0
18431,/lander-1,0,0,0,0,0,0
18432,/lander-1,0,0,0,0,0,0
18433,/lander-1,0,0,0,0,0,0
18435,/lander-1,0,0,0,0,0,0
18436,/lander-1,0,0,0,0,0,0
18438,/lander-1,0,0,0,0,0,0
18439,/lander-1,0,0,0,0,0,0
18439,/products,1,0,0,0,0,0
18439,/the-original-mr-fuzzy,0,1,0,0,0,0
18439,/cart,0,0,1,0,0,0
18439,/shipping,0,0,0,1,0,0
18439,/billing,0,0,0,0,1,0
18439,/thank-you-for-your-order,0,0,0,0,0,1
18441,/lander-1,0,0,0,0,0,0
18441,/products,1,0,0,0,0,0
18442,/lander-1,0,0,0,0,0,0
18444,/lander-1,0,0,0,0,0,0
18444,/products,1,0,0,0,0,0
18444,/the-original-mr-fuzzy,0,1,0,0,0,0
18444,/cart,0,0,1,0,0,0
18444,/shipping,0,0,0,1,0,0
18444,/billing,0,0,0,0,1,0
18445,/lander-1,0,0,0,0,0,0
18446,/lander-1,0,0,0,0,0,0
18447,/lander-1,0,0,0,0,0,0
18447,/products,1,0,0,0,0,0
18447,/the-original-mr-fuzzy,0,1,0,0,0,0
18447,/cart,0,0,1,0,0,0
18448,/lander-1,0,0,0,0,0,0
18449,/lander-1,0,0,0,0,0,0
18450,/lander-1,0,0,0,0,0,0
18451,/lander-1,0,0,0,0,0,0
18451,/products,1,0,0,0,0,0
18451,/the-original-mr-fuzzy,0,1,0,0,0,0
18452,/lander-1,0,0,0,0,0,0
18452,/products,1,0,0,0,0,0
18452,/the-original-mr-fuzzy,0,1,0,0,0,0
18453,/lander-1,0,0,0,0,0,0
18453,/products,1,0,0,0,0,0
18453,/the-original-mr-fuzzy,0,1,0,0,0,0
18454,/lander-1,0,0,0,0,0,0
18455,/lander-1,0,0,0,0,0,0
18456,/lander-1,0,0,0,0,0,0
18456,/products,1,0,0,0,0,0
18456,/the-original-mr-fuzzy,0,1,0,0,0,0
18457,/lander-1,0,0,0,0,0,0
18457,/products,1,0,0,0,0,0
18458,/lander-1,0,0,0,0,0,0
18459,/lander-1,0,0,0,0,0,0
18460,/lander-1,0,0,0,0,0,0
18462,/lander-1,0,0,0,0,0,0
18462,/products,1,0,0,0,0,0
18463,/lander-1,0,0,0,0,0,0
18464,/lander-1,0,0,0,0,0,0
18465,/lander-1,0,0,0,0,0,0
18466,/lander-1,0,0,0,0,0,0
18467,/lander-1,0,0,0,0,0,0
18467,/products,1,0,0,0,0,0
18467,/the-original-mr-fuzzy,0,1,0,0,0,0
18467,/cart,0,0,1,0,0,0
18467,/shipping,0,0,0,1,0,0
18467,/billing,0,0,0,0,1,0
18467,/thank-you-for-your-order,0,0,0,0,0,1
18468,/lander-1,0,0,0,0,0,0
18469,/lander-1,0,0,0,0,0,0
18469,/products,1,0,0,0,0,0
18469,/the-original-mr-fuzzy,0,1,0,0,0,0
18470,/lander-1,0,0,0,0,0,0
18470,/products,1,0,0,0,0,0
18471,/lander-1,0,0,0,0,0,0
18472,/lander-1,0,0,0,0,0,0
18472,/products,1,0,0,0,0,0
18473,/lander-1,0,0,0,0,0,0
18474,/lander-1,0,0,0,0,0,0
18474,/products,1,0,0,0,0,0
18474,/the-original-mr-fuzzy,0,1,0,0,0,0
18475,/lander-1,0,0,0,0,0,0
18477,/lander-1,0,0,0,0,0,0
18478,/lander-1,0,0,0,0,0,0
18478,/products,1,0,0,0,0,0
18478,/the-original-mr-fuzzy,0,1,0,0,0,0
18478,/cart,0,0,1,0,0,0
18478,/shipping,0,0,0,1,0,0
18478,/billing,0,0,0,0,1,0
18478,/thank-you-for-your-order,0,0,0,0,0,1
18479,/lander-1,0,0,0,0,0,0
18481,/lander-1,0,0,0,0,0,0
18481,/products,1,0,0,0,0,0
18482,/lander-1,0,0,0,0,0,0
18484,/lander-1,0,0,0,0,0,0
18484,/products,1,0,0,0,0,0
18485,/lander-1,0,0,0,0,0,0
18485,/products,1,0,0,0,0,0
18485,/the-original-mr-fuzzy,0,1,0,0,0,0
18486,/lander-1,0,0,0,0,0,0
18486,/products,1,0,0,0,0,0
18486,/the-original-mr-fuzzy,0,1,0,0,0,0
18487,/lander-1,0,0,0,0,0,0
18488,/lander-1,0,0,0,0,0,0
18489,/lander-1,0,0,0,0,0,0
18490,/lander-1,0,0,0,0,0,0
18492,/lander-1,0,0,0,0,0,0
18493,/lander-1,0,0,0,0,0,0
18494,/lander-1,0,0,0,0,0,0
18495,/lander-1,0,0,0,0,0,0
18495,/products,1,0,0,0,0,0
18495,/the-original-mr-fuzzy,0,1,0,0,0,0
18496,/lander-1,0,0,0,0,0,0
18496,/products,1,0,0,0,0,0
18496,/the-original-mr-fuzzy,0,1,0,0,0,0
18496,/cart,0,0,1,0,0,0
18496,/shipping,0,0,0,1,0,0
18497,/lander-1,0,0,0,0,0,0
18498,/lander-1,0,0,0,0,0,0
18499,/lander-1,0,0,0,0,0,0
18499,/products,1,0,0,0,0,0
18499,/the-original-mr-fuzzy,0,1,0,0,0,0
18500,/lander-1,0,0,0,0,0,0
18500,/products,1,0,0,0,0,0
18500,/the-original-mr-fuzzy,0,1,0,0,0,0
18500,/cart,0,0,1,0,0,0
18500,/shipping,0,0,0,1,0,0
18500,/billing,0,0,0,0,1,0
18501,/lander-1,0,0,0,0,0,0
18502,/lander-1,0,0,0,0,0,0
18502,/products,1,0,0,0,0,0
18503,/lander-1,0,0,0,0,0,0
18504,/lander-1,0,0,0,0,0,0
18504,/products,1,0,0,0,0,0
18504,/the-original-mr-fuzzy,0,1,0,0,0,0
18504,/cart,0,0,1,0,0,0
18505,/lander-1,0,0,0,0,0,0
18506,/lander-1,0,0,0,0,0,0
18507,/lander-1,0,0,0,0,0,0
18508,/lander-1,0,0,0,0,0,0
18509,/lander-1,0,0,0,0,0,0
18511,/lander-1,0,0,0,0,0,0
18511,/products,1,0,0,0,0,0
18511,/the-original-mr-fuzzy,0,1,0,0,0,0
18512,/lander-1,0,0,0,0,0,0
18513,/lander-1,0,0,0,0,0,0
18513,/products,1,0,0,0,0,0
18513,/the-original-mr-fuzzy,0,1,0,0,0,0
18513,/cart,0,0,1,0,0,0
18514,/lander-1,0,0,0,0,0,0
18515,/lander-1,0,0,0,0,0,0
18516,/lander-1,0,0,0,0,0,0
18518,/lander-1,0,0,0,0,0,0
18518,/products,1,0,0,0,0,0
18518,/the-original-mr-fuzzy,0,1,0,0,0,0
18518,/cart,0,0,1,0,0,0
18518,/shipping,0,0,0,1,0,0
18520,/lander-1,0,0,0,0,0,0
18520,/products,1,0,0,0,0,0
18520,/the-original-mr-fuzzy,0,1,0,0,0,0
18521,/lander-1,0,0,0,0,0,0
18522,/lander-1,0,0,0,0,0,0
18522,/products,1,0,0,0,0,0
18522,/the-original-mr-fuzzy,0,1,0,0,0,0
18523,/lander-1,0,0,0,0,0,0
18523,/products,1,0,0,0,0,0
18523,/the-original-mr-fuzzy,0,1,0,0,0,0
18524,/lander-1,0,0,0,0,0,0
18524,/products,1,0,0,0,0,0
18524,/the-original-mr-fuzzy,0,1,0,0,0,0
18524,/cart,0,0,1,0,0,0
18524,/shipping,0,0,0,1,0,0
18524,/billing,0,0,0,0,1,0
18525,/lander-1,0,0,0,0,0,0
18525,/products,1,0,0,0,0,0
18525,/the-original-mr-fuzzy,0,1,0,0,0,0
18526,/lander-1,0,0,0,0,0,0
18527,/lander-1,0,0,0,0,0,0
18527,/products,1,0,0,0,0,0
18527,/the-original-mr-fuzzy,0,1,0,0,0,0
18527,/cart,0,0,1,0,0,0
18527,/shipping,0,0,0,1,0,0
18528,/lander-1,0,0,0,0,0,0
18529,/lander-1,0,0,0,0,0,0
18529,/products,1,0,0,0,0,0
18529,/the-original-mr-fuzzy,0,1,0,0,0,0
18529,/cart,0,0,1,0,0,0
18530,/lander-1,0,0,0,0,0,0
18531,/lander-1,0,0,0,0,0,0
18531,/products,1,0,0,0,0,0
18532,/lander-1,0,0,0,0,0,0
18534,/lander-1,0,0,0,0,0,0
18534,/products,1,0,0,0,0,0
18534,/the-original-mr-fuzzy,0,1,0,0,0,0
18536,/lander-1,0,0,0,0,0,0
18538,/lander-1,0,0,0,0,0,0
18538,/products,1,0,0,0,0,0
18539,/lander-1,0,0,0,0,0,0
18540,/lander-1,0,0,0,0,0,0
18540,/products,1,0,0,0,0,0
18540,/the-original-mr-fuzzy,0,1,0,0,0,0
18541,/lander-1,0,0,0,0,0,0
18541,/products,1,0,0,0,0,0
18541,/the-original-mr-fuzzy,0,1,0,0,0,0
18541,/cart,0,0,1,0,0,0
18541,/shipping,0,0,0,1,0,0
18541,/billing,0,0,0,0,1,0
18542,/lander-1,0,0,0,0,0,0
18543,/lander-1,0,0,0,0,0,0
18545,/lander-1,0,0,0,0,0,0
18545,/products,1,0,0,0,0,0
18545,/the-original-mr-fuzzy,0,1,0,0,0,0
18546,/lander-1,0,0,0,0,0,0
18547,/lander-1,0,0,0,0,0,0
18547,/products,1,0,0,0,0,0
18547,/the-original-mr-fuzzy,0,1,0,0,0,0
18548,/lander-1,0,0,0,0,0,0
18548,/products,1,0,0,0,0,0
18549,/lander-1,0,0,0,0,0,0
18550,/lander-1,0,0,0,0,0,0
18551,/lander-1,0,0,0,0,0,0
18551,/products,1,0,0,0,0,0
18551,/the-original-mr-fuzzy,0,1,0,0,0,0
18551,/cart,0,0,1,0,0,0
18552,/lander-1,0,0,0,0,0,0
18553,/lander-1,0,0,0,0,0,0
18554,/lander-1,0,0,0,0,0,0
18554,/products,1,0,0,0,0,0
18555,/lander-1,0,0,0,0,0,0
18555,/products,1,0,0,0,0,0
18556,/lander-1,0,0,0,0,0,0
18556,/products,1,0,0,0,0,0
18556,/the-original-mr-fuzzy,0,1,0,0,0,0
18556,/cart,0,0,1,0,0,0
18556,/shipping,0,0,0,1,0,0
18556,/billing,0,0,0,0,1,0
18559,/lander-1,0,0,0,0,0,0
18560,/lander-1,0,0,0,0,0,0
18561,/lander-1,0,0,0,0,0,0
18561,/products,1,0,0,0,0,0
18561,/the-original-mr-fuzzy,0,1,0,0,0,0
18561,/cart,0,0,1,0,0,0
18561,/shipping,0,0,0,1,0,0
18562,/lander-1,0,0,0,0,0,0
18562,/products,1,0,0,0,0,0
18562,/the-original-mr-fuzzy,0,1,0,0,0,0
18562,/cart,0,0,1,0,0,0
18562,/shipping,0,0,0,1,0,0
18562,/billing,0,0,0,0,1,0
18563,/lander-1,0,0,0,0,0,0
18564,/lander-1,0,0,0,0,0,0
18565,/lander-1,0,0,0,0,0,0
18566,/lander-1,0,0,0,0,0,0
18567,/lander-1,0,0,0,0,0,0
18567,/products,1,0,0,0,0,0
18567,/the-original-mr-fuzzy,0,1,0,0,0,0
18568,/lander-1,0,0,0,0,0,0
18569,/lander-1,0,0,0,0,0,0
18569,/products,1,0,0,0,0,0
18569,/the-original-mr-fuzzy,0,1,0,0,0,0
18570,/lander-1,0,0,0,0,0,0
18570,/products,1,0,0,0,0,0
18570,/the-original-mr-fuzzy,0,1,0,0,0,0
18570,/cart,0,0,1,0,0,0
18571,/lander-1,0,0,0,0,0,0
18572,/lander-1,0,0,0,0,0,0
18572,/products,1,0,0,0,0,0
18573,/lander-1,0,0,0,0,0,0
18573,/products,1,0,0,0,0,0
18573,/the-original-mr-fuzzy,0,1,0,0,0,0
18574,/lander-1,0,0,0,0,0,0
18574,/products,1,0,0,0,0,0
18574,/the-original-mr-fuzzy,0,1,0,0,0,0
18574,/cart,0,0,1,0,0,0
18574,/shipping,0,0,0,1,0,0
18574,/billing,0,0,0,0,1,0
18575,/lander-1,0,0,0,0,0,0
18575,/products,1,0,0,0,0,0
18575,/the-original-mr-fuzzy,0,1,0,0,0,0
18575,/cart,0,0,1,0,0,0
18575,/shipping,0,0,0,1,0,0
18576,/lander-1,0,0,0,0,0,0
18576,/products,1,0,0,0,0,0
18576,/the-original-mr-fuzzy,0,1,0,0,0,0
18577,/lander-1,0,0,0,0,0,0
18578,/lander-1,0,0,0,0,0,0
18579,/lander-1,0,0,0,0,0,0
18579,/products,1,0,0,0,0,0
18579,/the-original-mr-fuzzy,0,1,0,0,0,0
18580,/lander-1,0,0,0,0,0,0
18581,/lander-1,0,0,0,0,0,0
18582,/lander-1,0,0,0,0,0,0
