time_period,cart_session_id,order_id,items_purchased,price_usd
"A. Pre_Cross_Sell",123593,6697,1,49.99
"A. Pre_Cross_Sell",123607,6698,1,59.99
"A. Pre_Cross_Sell",123653,6699,1,49.99
"A. Pre_Cross_Sell",123673,6700,1,59.99
"A. Pre_Cross_Sell",123676,6701,1,59.99
"A. Pre_Cross_Sell",123759,6702,1,49.99
"A. Pre_Cross_Sell",123760,6703,1,49.99
"A. Pre_Cross_Sell",123782,6704,1,49.99
"A. Pre_Cross_Sell",123827,6705,1,49.99
"A. Pre_Cross_Sell",123837,6706,1,49.99
"A. Pre_Cross_Sell",123841,6707,1,59.99
"A. Pre_Cross_Sell",123851,6708,1,49.99
"A. Pre_Cross_Sell",123868,6709,1,59.99
"A. Pre_Cross_Sell",123878,6710,1,49.99
"A. Pre_Cross_Sell",123920,6711,1,59.99
"A. Pre_Cross_Sell",123921,6712,1,49.99
"A. Pre_Cross_Sell",123939,6713,1,49.99
"A. Pre_Cross_Sell",123940,6714,1,49.99
"A. Pre_Cross_Sell",123963,6715,1,49.99
"A. Pre_Cross_Sell",124001,6716,1,59.99
"A. Pre_Cross_Sell",124013,6717,1,49.99
"A. Pre_Cross_Sell",124032,6718,1,49.99
"A. Pre_Cross_Sell",124040,6719,1,49.99
"A. Pre_Cross_Sell",124044,6720,1,59.99
"A. Pre_Cross_Sell",124075,6721,1,49.99
"A. Pre_Cross_Sell",124078,6722,1,49.99
"A. Pre_Cross_Sell",124097,6723,1,49.99
"A. Pre_Cross_Sell",124102,6724,1,49.99
"A. Pre_Cross_Sell",124106,6725,1,49.99
"A. Pre_Cross_Sell",124122,6726,1,49.99
"A. Pre_Cross_Sell",124128,6727,1,49.99
"A. Pre_Cross_Sell",124140,6728,1,49.99
"A. Pre_Cross_Sell",124186,6729,1,49.99
"A. Pre_Cross_Sell",124218,6730,1,49.99
"A. Pre_Cross_Sell",124234,6731,1,49.99
"A. Pre_Cross_Sell",124256,6732,1,49.99
"A. Pre_Cross_Sell",124302,6733,1,49.99
"A. Pre_Cross_Sell",124307,6734,1,49.99
"A. Pre_Cross_Sell",124311,6735,1,49.99
"A. Pre_Cross_Sell",124314,6736,1,49.99
"A. Pre_Cross_Sell",124339,6737,1,49.99
"A. Pre_Cross_Sell",124348,6738,1,49.99
"A. Pre_Cross_Sell",124362,6739,1,49.99
"A. Pre_Cross_Sell",124370,6740,1,49.99
"A. Pre_Cross_Sell",124399,6741,1,49.99
"A. Pre_Cross_Sell",124398,6742,1,49.99
"A. Pre_Cross_Sell",124415,6743,1,49.99
"A. Pre_Cross_Sell",124427,6744,1,49.99
"A. Pre_Cross_Sell",124451,6745,1,49.99
"A. Pre_Cross_Sell",124512,6746,1,49.99
"A. Pre_Cross_Sell",124521,6747,1,49.99
"A. Pre_Cross_Sell",124526,6748,1,59.99
"A. Pre_Cross_Sell",124530,6749,1,49.99
"A. Pre_Cross_Sell",124556,6750,1,49.99
"A. Pre_Cross_Sell",124571,6751,1,59.99
"A. Pre_Cross_Sell",124594,6752,1,49.99
"A. Pre_Cross_Sell",124602,6753,1,49.99
"A. Pre_Cross_Sell",124603,6754,1,49.99
"A. Pre_Cross_Sell",124604,6755,1,49.99
"A. Pre_Cross_Sell",124607,6756,1,49.99
"A. Pre_Cross_Sell",124611,6757,1,49.99
"A. Pre_Cross_Sell",124613,6758,1,49.99
"A. Pre_Cross_Sell",124638,6759,1,49.99
"A. Pre_Cross_Sell",124640,6760,1,49.99
"A. Pre_Cross_Sell",124643,6761,1,49.99
"A. Pre_Cross_Sell",124649,6762,1,49.99
"A. Pre_Cross_Sell",124673,6763,1,49.99
"A. Pre_Cross_Sell",124683,6764,1,49.99
"A. Pre_Cross_Sell",124692,6765,1,49.99
"A. Pre_Cross_Sell",124706,6766,1,49.99
"A. Pre_Cross_Sell",124711,6767,1,49.99
"A. Pre_Cross_Sell",124738,6768,1,59.99
"A. Pre_Cross_Sell",124751,6769,1,49.99
"A. Pre_Cross_Sell",124756,6770,1,59.99
"A. Pre_Cross_Sell",124781,6771,1,49.99
"A. Pre_Cross_Sell",124793,6772,1,59.99
"A. Pre_Cross_Sell",124829,6773,1,49.99
"A. Pre_Cross_Sell",124843,6774,1,49.99
"A. Pre_Cross_Sell",124876,6775,1,49.99
"A. Pre_Cross_Sell",124882,6776,1,49.99
"A. Pre_Cross_Sell",124895,6777,1,49.99
"A. Pre_Cross_Sell",124899,6778,1,49.99
"A. Pre_Cross_Sell",124910,6779,1,49.99
"A. Pre_Cross_Sell",124914,6780,1,49.99
"A. Pre_Cross_Sell",124933,6781,1,49.99
"A. Pre_Cross_Sell",124953,6782,1,49.99
"A. Pre_Cross_Sell",125041,6783,1,49.99
"A. Pre_Cross_Sell",125049,6784,1,49.99
"A. Pre_Cross_Sell",125088,6785,1,49.99
"A. Pre_Cross_Sell",125090,6786,1,49.99
"A. Pre_Cross_Sell",125097,6787,1,49.99
"A. Pre_Cross_Sell",125129,6788,1,49.99
"A. Pre_Cross_Sell",125142,6789,1,49.99
"A. Pre_Cross_Sell",125150,6790,1,49.99
"A. Pre_Cross_Sell",125161,6791,1,49.99
"A. Pre_Cross_Sell",125171,6792,1,49.99
"A. Pre_Cross_Sell",125181,6793,1,49.99
"A. Pre_Cross_Sell",125191,6794,1,59.99
"A. Pre_Cross_Sell",125192,6795,1,49.99
"A. Pre_Cross_Sell",125207,6796,1,49.99
"A. Pre_Cross_Sell",125232,6797,1,49.99
"A. Pre_Cross_Sell",125242,6798,1,49.99
"A. Pre_Cross_Sell",125264,6799,1,49.99
"A. Pre_Cross_Sell",125275,6800,1,49.99
"A. Pre_Cross_Sell",125292,6801,1,49.99
"A. Pre_Cross_Sell",125300,6802,1,49.99
"A. Pre_Cross_Sell",125303,6803,1,49.99
"A. Pre_Cross_Sell",125378,6804,1,49.99
"A. Pre_Cross_Sell",125389,6805,1,49.99
"A. Pre_Cross_Sell",125400,6806,1,49.99
"A. Pre_Cross_Sell",125409,6808,1,49.99
"A. Pre_Cross_Sell",125408,6807,1,49.99
"A. Pre_Cross_Sell",125416,6809,1,49.99
"A. Pre_Cross_Sell",125467,6810,1,49.99
"A. Pre_Cross_Sell",125476,6811,1,49.99
"A. Pre_Cross_Sell",125490,6812,1,49.99
"A. Pre_Cross_Sell",125495,6813,1,49.99
"A. Pre_Cross_Sell",125510,6814,1,49.99
"A. Pre_Cross_Sell",125555,6815,1,49.99
"A. Pre_Cross_Sell",125557,6816,1,59.99
"A. Pre_Cross_Sell",125584,6817,1,49.99
"A. Pre_Cross_Sell",125602,6818,1,59.99
"A. Pre_Cross_Sell",125605,6819,1,49.99
"A. Pre_Cross_Sell",125627,6820,1,49.99
"A. Pre_Cross_Sell",125694,6821,1,49.99
"A. Pre_Cross_Sell",125745,6822,1,59.99
"A. Pre_Cross_Sell",125764,6823,1,49.99
"A. Pre_Cross_Sell",125775,6824,1,49.99
"A. Pre_Cross_Sell",125778,6825,1,49.99
"A. Pre_Cross_Sell",125812,6826,1,49.99
"A. Pre_Cross_Sell",125820,6827,1,49.99
"A. Pre_Cross_Sell",125826,6828,1,49.99
"A. Pre_Cross_Sell",125849,6829,1,59.99
"A. Pre_Cross_Sell",125907,6830,1,49.99
"A. Pre_Cross_Sell",125914,6831,1,49.99
"A. Pre_Cross_Sell",125944,6832,1,49.99
"A. Pre_Cross_Sell",125988,6833,1,49.99
"A. Pre_Cross_Sell",125994,6834,1,49.99
"A. Pre_Cross_Sell",126027,6835,1,49.99
"A. Pre_Cross_Sell",126029,6836,1,49.99
"A. Pre_Cross_Sell",126038,6837,1,49.99
"A. Pre_Cross_Sell",126043,6838,1,49.99
"A. Pre_Cross_Sell",126051,6839,1,59.99
"A. Pre_Cross_Sell",126056,6840,1,59.99
"A. Pre_Cross_Sell",126064,6841,1,49.99
"A. Pre_Cross_Sell",126078,6842,1,49.99
"A. Pre_Cross_Sell",126100,6843,1,59.99
"A. Pre_Cross_Sell",126112,6844,1,49.99
"A. Pre_Cross_Sell",126125,6845,1,49.99
"A. Pre_Cross_Sell",126134,6846,1,49.99
"A. Pre_Cross_Sell",126149,6847,1,59.99
"A. Pre_Cross_Sell",126159,6848,1,49.99
"A. Pre_Cross_Sell",126170,6849,1,49.99
"A. Pre_Cross_Sell",126180,6850,1,49.99
"A. Pre_Cross_Sell",126196,6851,1,49.99
"A. Pre_Cross_Sell",126201,6852,1,49.99
"A. Pre_Cross_Sell",126211,6853,1,49.99
"A. Pre_Cross_Sell",126223,6854,1,49.99
"A. Pre_Cross_Sell",126239,6855,1,59.99
"A. Pre_Cross_Sell",126257,6856,1,59.99
"A. Pre_Cross_Sell",126263,6857,1,49.99
"A. Pre_Cross_Sell",126282,6858,1,49.99
"A. Pre_Cross_Sell",126326,6859,1,49.99
"A. Pre_Cross_Sell",126334,6860,1,49.99
"A. Pre_Cross_Sell",126350,6861,1,59.99
"A. Pre_Cross_Sell",126372,6862,1,49.99
"A. Pre_Cross_Sell",126389,6863,1,49.99
"A. Pre_Cross_Sell",126405,6864,1,49.99
"A. Pre_Cross_Sell",126410,6865,1,49.99
"A. Pre_Cross_Sell",126434,6866,1,49.99
"A. Pre_Cross_Sell",126440,6867,1,49.99
"A. Pre_Cross_Sell",126442,6868,1,49.99
"A. Pre_Cross_Sell",126448,6869,1,49.99
"A. Pre_Cross_Sell",126450,6870,1,49.99
"A. Pre_Cross_Sell",126470,6871,1,49.99
"A. Pre_Cross_Sell",126475,6872,1,49.99
"A. Pre_Cross_Sell",126525,6873,1,49.99
"A. Pre_Cross_Sell",126536,6874,1,59.99
"A. Pre_Cross_Sell",126563,6876,1,49.99
"A. Pre_Cross_Sell",126559,6875,1,59.99
"A. Pre_Cross_Sell",126577,6877,1,49.99
"A. Pre_Cross_Sell",126619,6878,1,49.99
"A. Pre_Cross_Sell",126620,6879,1,49.99
"A. Pre_Cross_Sell",126652,6880,1,49.99
"A. Pre_Cross_Sell",126675,6881,1,49.99
"A. Pre_Cross_Sell",126702,6882,1,49.99
"A. Pre_Cross_Sell",126723,6883,1,49.99
"A. Pre_Cross_Sell",126730,6884,1,49.99
"A. Pre_Cross_Sell",126736,6885,1,49.99
"A. Pre_Cross_Sell",126756,6886,1,49.99
"A. Pre_Cross_Sell",126779,6887,1,49.99
"A. Pre_Cross_Sell",126782,6888,1,49.99
"A. Pre_Cross_Sell",126801,6889,1,59.99
"A. Pre_Cross_Sell",126816,6890,1,49.99
"A. Pre_Cross_Sell",126820,6891,1,49.99
"A. Pre_Cross_Sell",126836,6892,1,49.99
"A. Pre_Cross_Sell",126850,6893,1,49.99
"A. Pre_Cross_Sell",126858,6894,1,49.99
"A. Pre_Cross_Sell",126856,6895,1,59.99
"A. Pre_Cross_Sell",126871,6896,1,49.99
"A. Pre_Cross_Sell",126880,6897,1,49.99
"A. Pre_Cross_Sell",126899,6898,1,49.99
"A. Pre_Cross_Sell",126937,6899,1,49.99
"A. Pre_Cross_Sell",126968,6900,1,49.99
"A. Pre_Cross_Sell",126977,6901,1,49.99
"A. Pre_Cross_Sell",127026,6902,1,49.99
"A. Pre_Cross_Sell",127057,6903,1,49.99
"A. Pre_Cross_Sell",127065,6904,1,49.99
"A. Pre_Cross_Sell",127073,6905,1,59.99
"A. Pre_Cross_Sell",127103,6906,1,59.99
"A. Pre_Cross_Sell",127108,6907,1,49.99
"A. Pre_Cross_Sell",127105,6908,1,49.99
"A. Pre_Cross_Sell",127135,6909,1,49.99
"A. Pre_Cross_Sell",127145,6910,1,49.99
"A. Pre_Cross_Sell",127151,6911,1,49.99
"A. Pre_Cross_Sell",127155,6912,1,49.99
"A. Pre_Cross_Sell",127157,6913,1,59.99
"A. Pre_Cross_Sell",127161,6914,1,49.99
"A. Pre_Cross_Sell",127230,6915,1,49.99
"A. Pre_Cross_Sell",127264,6916,1,59.99
"A. Pre_Cross_Sell",127294,6917,1,59.99
"A. Pre_Cross_Sell",127318,6918,1,49.99
"A. Pre_Cross_Sell",127335,6919,1,49.99
"A. Pre_Cross_Sell",127346,6920,1,49.99
"A. Pre_Cross_Sell",127353,6921,1,59.99
"A. Pre_Cross_Sell",127416,6922,1,59.99
"A. Pre_Cross_Sell",127418,6923,1,59.99
"A. Pre_Cross_Sell",127420,6924,1,49.99
"A. Pre_Cross_Sell",127442,6925,1,49.99
"A. Pre_Cross_Sell",127458,6926,1,49.99
"A. Pre_Cross_Sell",127477,6927,1,49.99
"A. Pre_Cross_Sell",127485,6928,1,49.99
"A. Pre_Cross_Sell",127484,6929,1,49.99
"A. Pre_Cross_Sell",127516,6930,1,59.99
"A. Pre_Cross_Sell",127546,6931,1,49.99
"A. Pre_Cross_Sell",127554,6932,1,49.99
"A. Pre_Cross_Sell",127561,6933,1,49.99
"A. Pre_Cross_Sell",127567,6934,1,49.99
"A. Pre_Cross_Sell",127573,6935,1,49.99
"A. Pre_Cross_Sell",127589,6936,1,59.99
"A. Pre_Cross_Sell",127593,6937,1,49.99
"A. Pre_Cross_Sell",127597,6938,1,59.99
"A. Pre_Cross_Sell",127607,6939,1,49.99
"A. Pre_Cross_Sell",127617,6940,1,49.99
"A. Pre_Cross_Sell",127619,6941,1,49.99
"A. Pre_Cross_Sell",127624,6942,1,49.99
"A. Pre_Cross_Sell",127654,6943,1,49.99
"A. Pre_Cross_Sell",127688,6944,1,49.99
"A. Pre_Cross_Sell",127693,6945,1,49.99
"A. Pre_Cross_Sell",127711,6946,1,49.99
"A. Pre_Cross_Sell",127723,6947,1,49.99
"A. Pre_Cross_Sell",127741,6949,1,49.99
"A. Pre_Cross_Sell",127746,6948,1,49.99
"A. Pre_Cross_Sell",127749,6950,1,49.99
"A. Pre_Cross_Sell",127786,6951,1,49.99
"A. Pre_Cross_Sell",127783,6952,1,49.99
"A. Pre_Cross_Sell",127812,6953,1,59.99
"A. Pre_Cross_Sell",127817,6954,1,49.99
"A. Pre_Cross_Sell",127824,6955,1,49.99
"A. Pre_Cross_Sell",127853,6956,1,49.99
"A. Pre_Cross_Sell",127860,6957,1,59.99
"A. Pre_Cross_Sell",127872,6958,1,49.99
"A. Pre_Cross_Sell",127880,6959,1,49.99
"A. Pre_Cross_Sell",127942,6960,1,49.99
"A. Pre_Cross_Sell",127945,6961,1,49.99
"A. Pre_Cross_Sell",127948,6962,1,49.99
"A. Pre_Cross_Sell",127959,6963,1,49.99
"A. Pre_Cross_Sell",127965,6964,1,49.99
"A. Pre_Cross_Sell",127976,6965,1,49.99
"A. Pre_Cross_Sell",127993,6966,1,59.99
"A. Pre_Cross_Sell",127998,6967,1,49.99
"A. Pre_Cross_Sell",128005,6968,1,49.99
"A. Pre_Cross_Sell",128036,6969,1,59.99
"A. Pre_Cross_Sell",128051,6970,1,49.99
"A. Pre_Cross_Sell",128069,6971,1,49.99
"A. Pre_Cross_Sell",128076,6972,1,49.99
"A. Pre_Cross_Sell",128092,6973,1,49.99
"A. Pre_Cross_Sell",128115,6974,1,49.99
"A. Pre_Cross_Sell",128121,6975,1,49.99
"A. Pre_Cross_Sell",128129,6976,1,59.99
"A. Pre_Cross_Sell",128150,6977,1,49.99
"A. Pre_Cross_Sell",128152,6978,1,49.99
"A. Pre_Cross_Sell",128176,6979,1,49.99
"A. Pre_Cross_Sell",128178,6980,1,59.99
"A. Pre_Cross_Sell",128224,6981,1,49.99
"A. Pre_Cross_Sell",128227,6982,1,49.99
"A. Pre_Cross_Sell",128229,6983,1,49.99
"A. Pre_Cross_Sell",128236,6984,1,49.99
"A. Pre_Cross_Sell",128261,6985,1,49.99
"A. Pre_Cross_Sell",128279,6986,1,49.99
"A. Pre_Cross_Sell",128281,6987,1,49.99
"A. Pre_Cross_Sell",128288,6988,1,59.99
"A. Pre_Cross_Sell",128328,6989,1,49.99
"A. Pre_Cross_Sell",128373,6990,1,49.99
"A. Pre_Cross_Sell",128404,6991,1,49.99
"A. Pre_Cross_Sell",128411,6992,1,49.99
"A. Pre_Cross_Sell",128426,6993,1,49.99
"A. Pre_Cross_Sell",128429,6994,1,49.99
"A. Pre_Cross_Sell",128501,6995,1,59.99
"A. Pre_Cross_Sell",128502,6996,1,59.99
"A. Pre_Cross_Sell",128508,6997,1,59.99
"A. Pre_Cross_Sell",128507,6998,1,49.99
"A. Pre_Cross_Sell",128518,6999,1,49.99
"A. Pre_Cross_Sell",128528,7000,1,49.99
"A. Pre_Cross_Sell",128537,7001,1,49.99
"A. Pre_Cross_Sell",128559,7002,1,49.99
"A. Pre_Cross_Sell",128584,7003,1,49.99
"A. Pre_Cross_Sell",128594,7004,1,49.99
"A. Pre_Cross_Sell",128596,7005,1,49.99
"A. Pre_Cross_Sell",128597,7006,1,49.99
"A. Pre_Cross_Sell",128600,7007,1,49.99
"A. Pre_Cross_Sell",128611,7008,1,59.99
"A. Pre_Cross_Sell",128629,7009,1,49.99
"A. Pre_Cross_Sell",128659,7010,1,49.99
"A. Pre_Cross_Sell",128664,7011,1,49.99
"A. Pre_Cross_Sell",128683,7012,1,49.99
"A. Pre_Cross_Sell",128685,7013,1,49.99
"A. Pre_Cross_Sell",128717,7014,1,49.99
"A. Pre_Cross_Sell",128725,7015,1,49.99
"A. Pre_Cross_Sell",128735,7016,1,49.99
"A. Pre_Cross_Sell",128763,7017,1,49.99
"A. Pre_Cross_Sell",128764,7018,1,59.99
"A. Pre_Cross_Sell",128790,7019,1,49.99
"A. Pre_Cross_Sell",128794,7020,1,49.99
"A. Pre_Cross_Sell",128800,7021,1,49.99
"A. Pre_Cross_Sell",128815,7022,1,49.99
"A. Pre_Cross_Sell",128817,7023,1,49.99
"A. Pre_Cross_Sell",128861,7024,1,49.99
"A. Pre_Cross_Sell",128874,7025,1,49.99
"A. Pre_Cross_Sell",128896,7026,1,49.99
"A. Pre_Cross_Sell",128932,7027,1,59.99
"A. Pre_Cross_Sell",128937,7028,1,49.99
"A. Pre_Cross_Sell",128952,7029,1,49.99
"A. Pre_Cross_Sell",128953,7030,1,59.99
"A. Pre_Cross_Sell",128954,7031,1,49.99
"A. Pre_Cross_Sell",128959,7032,1,49.99
"A. Pre_Cross_Sell",128966,7033,1,49.99
"A. Pre_Cross_Sell",128968,7034,1,49.99
"A. Pre_Cross_Sell",128986,7035,1,49.99
"A. Pre_Cross_Sell",128997,7036,1,49.99
"A. Pre_Cross_Sell",129007,7037,1,49.99
"A. Pre_Cross_Sell",129023,7038,1,49.99
"A. Pre_Cross_Sell",129040,7039,1,59.99
"A. Pre_Cross_Sell",129058,7040,1,49.99
"A. Pre_Cross_Sell",129062,7041,1,49.99
"A. Pre_Cross_Sell",129071,7042,1,49.99
"A. Pre_Cross_Sell",129073,7043,1,49.99
"A. Pre_Cross_Sell",129082,7044,1,49.99
"A. Pre_Cross_Sell",129130,7045,1,49.99
"A. Pre_Cross_Sell",129206,7046,1,49.99
"A. Pre_Cross_Sell",129221,7047,1,49.99
"A. Pre_Cross_Sell",129229,7048,1,59.99
"A. Pre_Cross_Sell",129230,7049,1,49.99
"A. Pre_Cross_Sell",129235,7050,1,49.99
"A. Pre_Cross_Sell",129265,7051,1,49.99
"A. Pre_Cross_Sell",129271,7052,1,49.99
"A. Pre_Cross_Sell",129298,7053,1,49.99
"A. Pre_Cross_Sell",129299,7054,1,49.99
"A. Pre_Cross_Sell",129350,7055,1,49.99
"A. Pre_Cross_Sell",129353,7056,1,49.99
"A. Pre_Cross_Sell",129366,7057,1,49.99
"A. Pre_Cross_Sell",129401,7058,1,49.99
"A. Pre_Cross_Sell",129415,7059,1,49.99
"A. Pre_Cross_Sell",129448,7060,1,49.99
"A. Pre_Cross_Sell",129452,7061,1,49.99
"A. Pre_Cross_Sell",129470,7062,1,49.99
"A. Pre_Cross_Sell",129489,7063,1,49.99
"A. Pre_Cross_Sell",129492,7064,1,49.99
"A. Pre_Cross_Sell",129494,7065,1,59.99
"A. Pre_Cross_Sell",129500,7066,1,49.99
"A. Pre_Cross_Sell",129501,7067,1,49.99
"A. Pre_Cross_Sell",129516,7068,1,49.99
"A. Pre_Cross_Sell",129517,7069,1,49.99
"A. Pre_Cross_Sell",129518,7070,1,49.99
"A. Pre_Cross_Sell",129555,7071,1,49.99
"A. Pre_Cross_Sell",129573,7072,1,49.99
"A. Pre_Cross_Sell",129576,7073,1,49.99
"A. Pre_Cross_Sell",129604,7074,1,49.99
"A. Pre_Cross_Sell",129603,7075,1,49.99
"A. Pre_Cross_Sell",129622,7076,1,49.99
"A. Pre_Cross_Sell",129645,7077,1,49.99
"A. Pre_Cross_Sell",129654,7078,1,49.99
"A. Pre_Cross_Sell",129663,7079,1,49.99
"A. Pre_Cross_Sell",129666,7080,1,49.99
"A. Pre_Cross_Sell",129718,7081,1,49.99
"A. Pre_Cross_Sell",129727,7082,1,49.99
"A. Pre_Cross_Sell",129732,7083,1,49.99
"A. Pre_Cross_Sell",129747,7084,1,49.99
"A. Pre_Cross_Sell",129749,7085,1,59.99
"A. Pre_Cross_Sell",129753,7086,1,49.99
"A. Pre_Cross_Sell",129758,7087,1,49.99
"A. Pre_Cross_Sell",129802,7088,1,49.99
"A. Pre_Cross_Sell",129814,7089,1,49.99
"A. Pre_Cross_Sell",129829,7090,1,49.99
"A. Pre_Cross_Sell",129841,7091,1,49.99
"A. Pre_Cross_Sell",129857,7092,1,49.99
"A. Pre_Cross_Sell",129863,7093,1,49.99
"A. Pre_Cross_Sell",129903,7094,1,49.99
"A. Pre_Cross_Sell",129918,7095,1,49.99
"A. Pre_Cross_Sell",129936,7096,1,49.99
"A. Pre_Cross_Sell",129940,7097,1,49.99
"A. Pre_Cross_Sell",129961,7098,1,49.99
"A. Pre_Cross_Sell",130007,7099,1,49.99
"A. Pre_Cross_Sell",130035,7100,1,49.99
"A. Pre_Cross_Sell",130039,7101,1,49.99
"A. Pre_Cross_Sell",130057,7102,1,59.99
"A. Pre_Cross_Sell",130070,7103,1,49.99
"A. Pre_Cross_Sell",130074,7104,1,49.99
"A. Pre_Cross_Sell",130108,7105,1,49.99
"A. Pre_Cross_Sell",130148,7106,1,49.99
"A. Pre_Cross_Sell",130163,7107,1,49.99
"A. Pre_Cross_Sell",130173,7108,1,49.99
"A. Pre_Cross_Sell",130195,7109,1,49.99
"A. Pre_Cross_Sell",130213,7110,1,49.99
"A. Pre_Cross_Sell",130224,7111,1,59.99
"A. Pre_Cross_Sell",130232,7112,1,49.99
"A. Pre_Cross_Sell",130245,7113,1,49.99
"A. Pre_Cross_Sell",130250,7114,1,49.99
"A. Pre_Cross_Sell",130256,7115,1,59.99
"A. Pre_Cross_Sell",130261,7116,1,49.99
"A. Pre_Cross_Sell",130271,7117,1,49.99
"A. Pre_Cross_Sell",130274,7118,1,49.99
"A. Pre_Cross_Sell",130295,7119,1,49.99
"A. Pre_Cross_Sell",130297,7121,1,59.99
"A. Pre_Cross_Sell",130300,7120,1,49.99
"A. Pre_Cross_Sell",130332,7123,1,49.99
"A. Pre_Cross_Sell",130337,7122,1,59.99
"A. Pre_Cross_Sell",130345,7124,1,59.99
"A. Pre_Cross_Sell",130346,7125,1,49.99
"A. Pre_Cross_Sell",130353,7126,1,49.99
"A. Pre_Cross_Sell",130359,7127,1,49.99
"A. Pre_Cross_Sell",130363,7128,1,49.99
"A. Pre_Cross_Sell",130365,7129,1,49.99
"A. Pre_Cross_Sell",130368,7130,1,49.99
"A. Pre_Cross_Sell",130387,7131,1,49.99
"A. Pre_Cross_Sell",130439,7132,1,49.99
"A. Pre_Cross_Sell",130446,7133,1,49.99
"A. Pre_Cross_Sell",130457,7134,1,49.99
"A. Pre_Cross_Sell",130478,7135,1,49.99
"A. Pre_Cross_Sell",130487,7136,1,49.99
"A. Pre_Cross_Sell",130490,7137,1,49.99
"A. Pre_Cross_Sell",130492,7138,1,59.99
"A. Pre_Cross_Sell",130499,7139,1,49.99
"A. Pre_Cross_Sell",130539,7140,1,49.99
"A. Pre_Cross_Sell",130557,7141,1,49.99
"A. Pre_Cross_Sell",130592,7142,1,49.99
"A. Pre_Cross_Sell",130604,7143,1,49.99
"A. Pre_Cross_Sell",130626,7144,1,49.99
"A. Pre_Cross_Sell",130651,7146,1,49.99
"A. Pre_Cross_Sell",130652,7145,1,59.99
"A. Pre_Cross_Sell",130667,7147,1,49.99
"A. Pre_Cross_Sell",130697,7148,1,49.99
"A. Pre_Cross_Sell",130739,7149,1,49.99
"A. Pre_Cross_Sell",130747,7150,1,49.99
"A. Pre_Cross_Sell",130749,7151,1,49.99
"A. Pre_Cross_Sell",130792,7152,1,49.99
"A. Pre_Cross_Sell",130795,7153,1,49.99
"A. Pre_Cross_Sell",130802,7154,1,49.99
"A. Pre_Cross_Sell",130813,7155,1,49.99
"A. Pre_Cross_Sell",130816,7156,1,49.99
"A. Pre_Cross_Sell",130838,7157,1,49.99
"A. Pre_Cross_Sell",130854,7158,1,49.99
"A. Pre_Cross_Sell",130870,7159,1,49.99
"A. Pre_Cross_Sell",130916,7160,1,49.99
