website_session_id,created_at,channel_group
86,"2012-03-19 17:39:03",paid_nonbrand
87,"2012-03-19 17:43:37",paid_nonbrand
88,"2012-03-19 17:49:08",paid_nonbrand
89,"2012-03-19 17:56:53",paid_nonbrand
90,"2012-03-19 17:58:38",paid_nonbrand
91,"2012-03-19 18:06:16",paid_nonbrand
92,"2012-03-19 18:07:02",paid_nonbrand
93,"2012-03-19 18:08:27",paid_nonbrand
94,"2012-03-19 18:09:58",paid_nonbrand
95,"2012-03-19 18:11:39",paid_nonbrand
96,"2012-03-19 18:20:34",paid_nonbrand
97,"2012-03-19 18:29:05",paid_nonbrand
98,"2012-03-19 18:31:53",paid_nonbrand
99,"2012-03-19 18:40:42",paid_nonbrand
100,"2012-03-19 18:53:45",paid_nonbrand
101,"2012-03-19 18:59:38",paid_nonbrand
102,"2012-03-19 19:01:33",paid_nonbrand
103,"2012-03-19 19:11:54",paid_nonbrand
104,"2012-03-19 19:14:04",paid_nonbrand
105,"2012-03-19 19:28:17",paid_nonbrand
106,"2012-03-19 19:30:25",paid_nonbrand
107,"2012-03-19 19:34:54",paid_nonbrand
108,"2012-03-19 19:37:11",paid_nonbrand
109,"2012-03-19 19:39:36",paid_nonbrand
110,"2012-03-19 19:48:14",paid_nonbrand
111,"2012-03-19 20:02:14",paid_nonbrand
112,"2012-03-19 20:08:20",paid_nonbrand
113,"2012-03-19 20:10:52",paid_nonbrand
114,"2012-03-19 20:23:35",paid_nonbrand
115,"2012-03-19 20:25:21",paid_nonbrand
116,"2012-03-19 20:29:39",paid_nonbrand
117,"2012-03-19 20:58:37",paid_nonbrand
118,"2012-03-19 21:01:15",paid_nonbrand
119,"2012-03-19 21:22:09",paid_nonbrand
120,"2012-03-19 21:30:49",paid_nonbrand
121,"2012-03-19 21:32:08",paid_nonbrand
122,"2012-03-19 21:41:17",paid_nonbrand
123,"2012-03-19 22:00:05",paid_nonbrand
124,"2012-03-19 22:09:49",paid_nonbrand
125,"2012-03-19 22:18:00",paid_nonbrand
126,"2012-03-19 22:19:11",paid_nonbrand
127,"2012-03-19 22:22:24",paid_nonbrand
128,"2012-03-19 22:24:02",paid_nonbrand
129,"2012-03-19 22:31:05",paid_nonbrand
130,"2012-03-19 22:31:36",paid_nonbrand
131,"2012-03-19 23:28:33",paid_nonbrand
132,"2012-03-19 23:41:36",paid_nonbrand
133,"2012-03-19 23:44:23",paid_nonbrand
134,"2012-03-19 23:45:14",paid_nonbrand
135,"2012-03-19 23:52:18",paid_nonbrand
136,"2012-03-19 23:54:44",paid_nonbrand
137,"2012-03-19 23:55:20",paid_nonbrand
138,"2012-03-20 00:22:20",paid_nonbrand
139,"2012-03-20 01:12:11",paid_nonbrand
140,"2012-03-20 01:28:23",paid_nonbrand
141,"2012-03-20 01:32:34",paid_nonbrand
142,"2012-03-20 01:35:47",paid_nonbrand
143,"2012-03-20 02:12:02",paid_nonbrand
144,"2012-03-20 02:40:42",paid_nonbrand
145,"2012-03-20 03:30:54",paid_nonbrand
146,"2012-03-20 05:35:30",paid_nonbrand
147,"2012-03-20 06:21:56",paid_nonbrand
148,"2012-03-20 07:18:18",paid_nonbrand
149,"2012-03-20 07:42:52",paid_nonbrand
150,"2012-03-20 08:09:54",paid_nonbrand
151,"2012-03-20 08:19:02",paid_nonbrand
152,"2012-03-20 08:19:22",paid_nonbrand
153,"2012-03-20 08:28:03",paid_nonbrand
154,"2012-03-20 08:30:10",paid_nonbrand
155,"2012-03-20 08:38:28",paid_nonbrand
156,"2012-03-20 08:59:58",paid_nonbrand
157,"2012-03-20 09:00:16",paid_nonbrand
158,"2012-03-20 09:02:11",paid_nonbrand
159,"2012-03-20 09:09:26",paid_nonbrand
160,"2012-03-20 09:23:55",paid_nonbrand
161,"2012-03-20 09:30:07",paid_nonbrand
162,"2012-03-20 09:40:56",paid_nonbrand
163,"2012-03-20 10:09:03",paid_nonbrand
164,"2012-03-20 10:12:30",paid_nonbrand
165,"2012-03-20 10:16:01",paid_nonbrand
166,"2012-03-20 10:22:17",paid_nonbrand
167,"2012-03-20 10:26:00",paid_nonbrand
168,"2012-03-20 10:34:01",paid_nonbrand
169,"2012-03-20 10:37:57",paid_nonbrand
170,"2012-03-20 10:41:41",paid_nonbrand
171,"2012-03-20 10:44:23",paid_nonbrand
172,"2012-03-20 10:48:42",paid_nonbrand
173,"2012-03-20 10:53:28",paid_nonbrand
174,"2012-03-20 10:59:23",paid_nonbrand
175,"2012-03-20 11:12:46",paid_nonbrand
176,"2012-03-20 11:15:05",paid_nonbrand
177,"2012-03-20 11:15:15",paid_nonbrand
178,"2012-03-20 11:29:00",paid_nonbrand
179,"2012-03-20 11:31:03",paid_nonbrand
180,"2012-03-20 11:35:18",paid_nonbrand
181,"2012-03-20 11:37:53",paid_nonbrand
182,"2012-03-20 11:54:25",paid_nonbrand
183,"2012-03-20 11:55:12",paid_nonbrand
184,"2012-03-20 12:00:45",paid_nonbrand
185,"2012-03-20 12:04:21",paid_nonbrand
186,"2012-03-20 12:06:58",paid_nonbrand
187,"2012-03-20 12:09:05",paid_nonbrand
188,"2012-03-20 12:09:14",paid_nonbrand
189,"2012-03-20 12:17:45",paid_nonbrand
190,"2012-03-20 12:21:14",paid_nonbrand
191,"2012-03-20 12:21:24",paid_nonbrand
192,"2012-03-20 12:24:50",paid_nonbrand
193,"2012-03-20 12:26:29",paid_nonbrand
194,"2012-03-20 12:28:32",paid_nonbrand
195,"2012-03-20 12:39:07",paid_nonbrand
196,"2012-03-20 12:42:51",paid_nonbrand
197,"2012-03-20 12:48:08",paid_nonbrand
198,"2012-03-20 12:51:01",paid_nonbrand
199,"2012-03-20 13:12:04",paid_nonbrand
200,"2012-03-20 13:15:35",paid_nonbrand
201,"2012-03-20 13:30:48",paid_nonbrand
202,"2012-03-20 13:32:15",paid_nonbrand
203,"2012-03-20 13:45:10",paid_nonbrand
204,"2012-03-20 13:47:15",paid_nonbrand
205,"2012-03-20 13:48:36",paid_nonbrand
206,"2012-03-20 13:49:16",paid_nonbrand
207,"2012-03-20 13:58:38",paid_nonbrand
208,"2012-03-20 14:03:04",paid_nonbrand
209,"2012-03-20 14:09:31",paid_nonbrand
210,"2012-03-20 14:13:57",paid_nonbrand
211,"2012-03-20 14:22:06",paid_nonbrand
212,"2012-03-20 14:33:41",paid_nonbrand
213,"2012-03-20 14:36:16",paid_nonbrand
214,"2012-03-20 14:41:07",paid_nonbrand
215,"2012-03-20 14:42:35",paid_nonbrand
216,"2012-03-20 14:42:56",paid_nonbrand
217,"2012-03-20 14:43:30",paid_nonbrand
218,"2012-03-20 14:52:07",paid_nonbrand
219,"2012-03-20 14:54:17",paid_nonbrand
220,"2012-03-20 15:10:28",paid_nonbrand
221,"2012-03-20 15:24:21",paid_nonbrand
222,"2012-03-20 15:25:38",paid_nonbrand
223,"2012-03-20 15:25:41",paid_nonbrand
224,"2012-03-20 15:30:55",paid_nonbrand
225,"2012-03-20 15:35:04",paid_nonbrand
226,"2012-03-20 15:37:17",paid_nonbrand
227,"2012-03-20 15:38:07",paid_nonbrand
228,"2012-03-20 15:40:02",paid_nonbrand
229,"2012-03-20 15:40:29",paid_nonbrand
230,"2012-03-20 15:41:52",paid_nonbrand
231,"2012-03-20 15:46:40",paid_nonbrand
232,"2012-03-20 15:54:22",paid_nonbrand
233,"2012-03-20 16:04:32",paid_nonbrand
234,"2012-03-20 16:06:32",paid_nonbrand
235,"2012-03-20 16:07:59",paid_nonbrand
236,"2012-03-20 16:17:19",paid_nonbrand
237,"2012-03-20 16:19:26",paid_nonbrand
238,"2012-03-20 16:21:53",paid_nonbrand
239,"2012-03-20 16:38:04",paid_nonbrand
240,"2012-03-20 16:39:45",paid_nonbrand
241,"2012-03-20 16:46:01",paid_nonbrand
242,"2012-03-20 16:47:02",paid_nonbrand
243,"2012-03-20 16:55:31",paid_nonbrand
244,"2012-03-20 17:12:39",paid_nonbrand
245,"2012-03-20 17:17:09",paid_nonbrand
246,"2012-03-20 17:17:58",paid_nonbrand
247,"2012-03-20 17:51:31",paid_nonbrand
248,"2012-03-20 17:55:13",paid_nonbrand
249,"2012-03-20 18:05:37",paid_nonbrand
250,"2012-03-20 18:07:26",paid_nonbrand
251,"2012-03-20 18:11:14",paid_nonbrand
252,"2012-03-20 18:15:48",paid_nonbrand
253,"2012-03-20 18:22:01",paid_nonbrand
254,"2012-03-20 18:29:20",paid_nonbrand
255,"2012-03-20 18:39:29",paid_nonbrand
256,"2012-03-20 18:39:39",paid_nonbrand
257,"2012-03-20 18:51:03",paid_nonbrand
258,"2012-03-20 18:54:14",paid_nonbrand
259,"2012-03-20 18:56:27",paid_nonbrand
260,"2012-03-20 19:26:01",paid_nonbrand
261,"2012-03-20 19:29:45",paid_nonbrand
262,"2012-03-20 19:30:41",paid_nonbrand
263,"2012-03-20 19:44:50",paid_nonbrand
264,"2012-03-20 19:46:49",paid_nonbrand
265,"2012-03-20 19:47:23",paid_nonbrand
266,"2012-03-20 19:56:00",paid_nonbrand
267,"2012-03-20 19:58:41",paid_nonbrand
268,"2012-03-20 20:06:39",paid_nonbrand
269,"2012-03-20 20:08:27",paid_nonbrand
270,"2012-03-20 20:16:26",paid_nonbrand
271,"2012-03-20 20:16:38",paid_nonbrand
272,"2012-03-20 20:30:41",paid_nonbrand
273,"2012-03-20 20:36:12",paid_nonbrand
274,"2012-03-20 20:38:48",paid_nonbrand
275,"2012-03-20 20:41:53",paid_nonbrand
276,"2012-03-20 20:42:00",paid_nonbrand
277,"2012-03-20 20:42:09",paid_nonbrand
278,"2012-03-20 21:01:34",paid_nonbrand
279,"2012-03-20 21:03:49",paid_nonbrand
280,"2012-03-20 21:05:15",paid_nonbrand
281,"2012-03-20 21:11:48",paid_nonbrand
282,"2012-03-20 21:24:43",paid_nonbrand
283,"2012-03-20 21:26:18",paid_nonbrand
284,"2012-03-20 22:05:47",paid_nonbrand
285,"2012-03-20 22:06:52",paid_nonbrand
286,"2012-03-20 22:10:54",paid_nonbrand
287,"2012-03-20 22:13:08",paid_nonbrand
288,"2012-03-20 22:13:45",paid_nonbrand
289,"2012-03-20 22:16:17",paid_nonbrand
290,"2012-03-20 22:34:57",paid_nonbrand
291,"2012-03-20 22:35:15",paid_nonbrand
292,"2012-03-20 22:52:38",paid_nonbrand
293,"2012-03-20 23:02:02",paid_nonbrand
294,"2012-03-20 23:17:59",paid_nonbrand
295,"2012-03-20 23:23:40",paid_nonbrand
296,"2012-03-20 23:39:47",paid_nonbrand
297,"2012-03-20 23:47:04",paid_nonbrand
298,"2012-03-20 23:48:57",paid_nonbrand
299,"2012-03-21 00:14:36",paid_nonbrand
300,"2012-03-21 00:34:13",paid_nonbrand
301,"2012-03-21 00:47:33",paid_nonbrand
302,"2012-03-21 01:02:44",paid_nonbrand
303,"2012-03-21 01:44:48",paid_nonbrand
304,"2012-03-21 02:16:10",paid_nonbrand
305,"2012-03-21 02:22:16",paid_nonbrand
306,"2012-03-21 02:55:51",paid_nonbrand
307,"2012-03-21 03:12:20",paid_nonbrand
308,"2012-03-21 03:12:45",paid_nonbrand
309,"2012-03-21 03:27:16",paid_nonbrand
310,"2012-03-21 03:48:00",paid_nonbrand
311,"2012-03-21 04:03:19",paid_nonbrand
312,"2012-03-21 04:27:56",paid_nonbrand
313,"2012-03-21 04:28:31",paid_nonbrand
314,"2012-03-21 05:26:17",paid_nonbrand
315,"2012-03-21 05:49:04",paid_nonbrand
316,"2012-03-21 06:12:02",paid_nonbrand
317,"2012-03-21 06:30:14",paid_nonbrand
318,"2012-03-21 06:42:14",paid_nonbrand
319,"2012-03-21 06:45:06",paid_nonbrand
320,"2012-03-21 06:53:16",paid_nonbrand
321,"2012-03-21 07:11:43",paid_nonbrand
322,"2012-03-21 07:25:39",paid_nonbrand
323,"2012-03-21 07:27:31",paid_nonbrand
324,"2012-03-21 07:33:32",paid_nonbrand
325,"2012-03-21 07:37:52",paid_nonbrand
326,"2012-03-21 07:50:28",paid_nonbrand
327,"2012-03-21 07:58:18",paid_nonbrand
328,"2012-03-21 07:59:11",paid_nonbrand
329,"2012-03-21 08:04:39",paid_nonbrand
330,"2012-03-21 08:17:16",paid_nonbrand
331,"2012-03-21 08:23:19",paid_nonbrand
332,"2012-03-21 08:29:38",paid_nonbrand
333,"2012-03-21 08:35:42",paid_nonbrand
334,"2012-03-21 08:44:16",paid_nonbrand
335,"2012-03-21 08:51:40",paid_nonbrand
336,"2012-03-21 08:56:05",paid_nonbrand
337,"2012-03-21 09:08:16",paid_nonbrand
338,"2012-03-21 09:09:33",paid_nonbrand
339,"2012-03-21 09:14:54",paid_nonbrand
340,"2012-03-21 09:15:26",paid_nonbrand
341,"2012-03-21 09:24:52",paid_nonbrand
342,"2012-03-21 09:28:07",paid_nonbrand
343,"2012-03-21 09:29:40",paid_nonbrand
344,"2012-03-21 09:34:23",paid_nonbrand
345,"2012-03-21 09:42:19",paid_nonbrand
346,"2012-03-21 09:55:03",paid_nonbrand
347,"2012-03-21 10:02:11",paid_nonbrand
348,"2012-03-21 10:02:28",paid_nonbrand
349,"2012-03-21 10:02:59",paid_nonbrand
350,"2012-03-21 10:07:35",paid_nonbrand
351,"2012-03-21 10:08:38",paid_nonbrand
352,"2012-03-21 10:13:36",paid_nonbrand
353,"2012-03-21 10:15:51",paid_nonbrand
354,"2012-03-21 10:16:52",paid_nonbrand
355,"2012-03-21 10:17:54",paid_nonbrand
356,"2012-03-21 10:23:42",paid_nonbrand
357,"2012-03-21 10:27:07",paid_nonbrand
358,"2012-03-21 10:30:07",paid_nonbrand
359,"2012-03-21 10:37:22",paid_nonbrand
360,"2012-03-21 10:42:30",paid_nonbrand
361,"2012-03-21 10:53:57",paid_nonbrand
362,"2012-03-21 10:58:57",paid_nonbrand
363,"2012-03-21 11:03:00",paid_nonbrand
364,"2012-03-21 11:10:12",paid_nonbrand
365,"2012-03-21 11:11:14",paid_nonbrand
366,"2012-03-21 11:11:56",paid_nonbrand
367,"2012-03-21 11:17:41",paid_nonbrand
368,"2012-03-21 11:23:31",paid_nonbrand
369,"2012-03-21 11:29:58",paid_nonbrand
370,"2012-03-21 11:34:30",paid_nonbrand
371,"2012-03-21 11:36:38",paid_nonbrand
372,"2012-03-21 11:38:51",paid_nonbrand
373,"2012-03-21 11:43:54",paid_nonbrand
374,"2012-03-21 11:45:46",paid_nonbrand
375,"2012-03-21 11:46:13",paid_nonbrand
376,"2012-03-21 12:00:29",paid_nonbrand
377,"2012-03-21 12:03:50",paid_nonbrand
378,"2012-03-21 12:08:18",paid_nonbrand
379,"2012-03-21 12:11:01",paid_nonbrand
380,"2012-03-21 12:18:53",paid_nonbrand
381,"2012-03-21 12:25:40",paid_nonbrand
382,"2012-03-21 12:26:36",paid_nonbrand
383,"2012-03-21 12:34:06",paid_nonbrand
384,"2012-03-21 12:42:29",paid_nonbrand
385,"2012-03-21 12:55:20",paid_nonbrand
386,"2012-03-21 13:01:56",paid_nonbrand
387,"2012-03-21 13:12:56",paid_nonbrand
388,"2012-03-21 13:27:08",paid_nonbrand
389,"2012-03-21 13:40:13",paid_nonbrand
390,"2012-03-21 13:45:59",paid_nonbrand
391,"2012-03-21 13:47:26",paid_nonbrand
392,"2012-03-21 13:50:57",paid_nonbrand
393,"2012-03-21 13:53:06",paid_nonbrand
394,"2012-03-21 13:54:34",paid_nonbrand
395,"2012-03-21 13:55:23",paid_nonbrand
396,"2012-03-21 13:55:42",paid_nonbrand
397,"2012-03-21 13:59:02",paid_nonbrand
398,"2012-03-21 14:00:43",paid_nonbrand
399,"2012-03-21 14:03:06",paid_nonbrand
400,"2012-03-21 14:04:55",paid_nonbrand
401,"2012-03-21 14:18:57",paid_nonbrand
402,"2012-03-21 14:27:53",paid_nonbrand
403,"2012-03-21 14:30:42",paid_nonbrand
404,"2012-03-21 14:33:23",paid_nonbrand
405,"2012-03-21 14:34:48",paid_nonbrand
406,"2012-03-21 14:45:11",paid_nonbrand
407,"2012-03-21 14:54:54",paid_nonbrand
408,"2012-03-21 15:01:10",paid_nonbrand
409,"2012-03-21 15:06:07",paid_nonbrand
410,"2012-03-21 15:10:48",paid_nonbrand
411,"2012-03-21 15:12:36",paid_nonbrand
412,"2012-03-21 15:21:32",paid_nonbrand
413,"2012-03-21 15:25:32",paid_nonbrand
414,"2012-03-21 15:27:38",paid_nonbrand
415,"2012-03-21 15:28:11",paid_nonbrand
416,"2012-03-21 15:30:50",paid_nonbrand
417,"2012-03-21 15:30:59",paid_nonbrand
418,"2012-03-21 15:34:22",paid_nonbrand
419,"2012-03-21 15:35:18",paid_nonbrand
420,"2012-03-21 15:50:20",paid_nonbrand
421,"2012-03-21 15:54:11",paid_nonbrand
422,"2012-03-21 16:03:10",paid_nonbrand
423,"2012-03-21 16:03:32",paid_nonbrand
424,"2012-03-21 16:17:35",paid_nonbrand
425,"2012-03-21 16:17:37",paid_nonbrand
426,"2012-03-21 16:18:44",paid_nonbrand
427,"2012-03-21 16:23:29",paid_nonbrand
428,"2012-03-21 16:23:54",paid_nonbrand
429,"2012-03-21 16:27:53",paid_nonbrand
430,"2012-03-21 16:29:09",paid_nonbrand
431,"2012-03-21 16:40:09",paid_nonbrand
432,"2012-03-21 16:40:44",paid_nonbrand
433,"2012-03-21 16:50:15",paid_nonbrand
434,"2012-03-21 16:51:07",paid_nonbrand
435,"2012-03-21 16:55:07",paid_nonbrand
436,"2012-03-21 17:01:36",paid_nonbrand
437,"2012-03-21 17:02:33",paid_nonbrand
438,"2012-03-21 17:02:40",paid_nonbrand
439,"2012-03-21 17:07:05",paid_nonbrand
440,"2012-03-21 17:21:32",paid_nonbrand
441,"2012-03-21 17:24:36",paid_nonbrand
442,"2012-03-21 17:26:56",paid_nonbrand
443,"2012-03-21 17:29:12",paid_nonbrand
444,"2012-03-21 17:31:05",paid_nonbrand
445,"2012-03-21 17:33:26",paid_nonbrand
446,"2012-03-21 17:46:05",paid_nonbrand
447,"2012-03-21 17:48:21",paid_nonbrand
448,"2012-03-21 18:00:23",paid_nonbrand
449,"2012-03-21 18:00:54",paid_nonbrand
450,"2012-03-21 18:14:01",paid_nonbrand
451,"2012-03-21 18:15:07",paid_nonbrand
452,"2012-03-21 18:15:19",paid_nonbrand
453,"2012-03-21 18:18:18",paid_nonbrand
454,"2012-03-21 18:20:18",paid_nonbrand
455,"2012-03-21 18:30:35",paid_nonbrand
456,"2012-03-21 18:44:08",paid_nonbrand
457,"2012-03-21 18:45:29",paid_nonbrand
458,"2012-03-21 18:50:32",paid_nonbrand
459,"2012-03-21 18:53:45",paid_nonbrand
460,"2012-03-21 19:08:09",paid_nonbrand
461,"2012-03-21 19:12:35",paid_nonbrand
462,"2012-03-21 19:48:12",paid_nonbrand
463,"2012-03-21 19:51:46",paid_nonbrand
464,"2012-03-21 19:53:25",paid_nonbrand
465,"2012-03-21 20:08:13",paid_nonbrand
466,"2012-03-21 20:18:20",paid_nonbrand
467,"2012-03-21 20:23:28",paid_nonbrand
468,"2012-03-21 20:33:29",paid_nonbrand
469,"2012-03-21 20:36:59",paid_nonbrand
470,"2012-03-21 20:40:09",paid_nonbrand
471,"2012-03-21 20:40:57",paid_nonbrand
472,"2012-03-21 20:41:45",paid_nonbrand
473,"2012-03-21 20:42:19",paid_nonbrand
474,"2012-03-21 20:49:59",paid_nonbrand
475,"2012-03-21 20:56:32",paid_nonbrand
476,"2012-03-21 21:01:57",paid_nonbrand
477,"2012-03-21 21:02:22",paid_nonbrand
478,"2012-03-21 21:15:58",paid_nonbrand
479,"2012-03-21 21:25:25",paid_nonbrand
480,"2012-03-21 21:25:58",paid_nonbrand
481,"2012-03-21 21:26:03",paid_nonbrand
482,"2012-03-21 21:27:17",paid_nonbrand
483,"2012-03-21 22:06:19",paid_nonbrand
484,"2012-03-21 22:19:18",paid_nonbrand
485,"2012-03-21 22:24:26",paid_nonbrand
486,"2012-03-21 22:50:02",paid_nonbrand
487,"2012-03-21 23:17:50",paid_nonbrand
488,"2012-03-21 23:30:09",paid_nonbrand
489,"2012-03-21 23:50:37",paid_nonbrand
490,"2012-03-22 00:08:50",paid_nonbrand
491,"2012-03-22 00:37:07",paid_nonbrand
492,"2012-03-22 01:14:52",paid_nonbrand
493,"2012-03-22 01:18:08",paid_nonbrand
494,"2012-03-22 01:31:51",paid_nonbrand
495,"2012-03-22 01:39:32",paid_nonbrand
496,"2012-03-22 01:54:22",paid_nonbrand
497,"2012-03-22 02:01:05",paid_nonbrand
498,"2012-03-22 02:15:43",paid_nonbrand
499,"2012-03-22 02:16:18",paid_nonbrand
500,"2012-03-22 02:57:12",paid_nonbrand
501,"2012-03-22 04:19:47",paid_nonbrand
502,"2012-03-22 04:31:34",paid_nonbrand
503,"2012-03-22 04:57:32",paid_nonbrand
504,"2012-03-22 05:04:28",paid_nonbrand
505,"2012-03-22 05:36:22",paid_nonbrand
506,"2012-03-22 05:38:43",paid_nonbrand
507,"2012-03-22 06:02:32",paid_nonbrand
508,"2012-03-22 06:19:13",paid_nonbrand
509,"2012-03-22 06:27:59",paid_nonbrand
510,"2012-03-22 06:51:18",paid_nonbrand
511,"2012-03-22 07:14:05",paid_nonbrand
512,"2012-03-22 07:17:59",paid_nonbrand
513,"2012-03-22 07:18:42",paid_nonbrand
514,"2012-03-22 07:25:26",paid_nonbrand
515,"2012-03-22 07:32:44",paid_nonbrand
516,"2012-03-22 07:41:41",paid_nonbrand
517,"2012-03-22 07:53:22",paid_nonbrand
518,"2012-03-22 08:00:12",paid_nonbrand
519,"2012-03-22 08:05:45",paid_nonbrand
520,"2012-03-22 08:25:04",paid_nonbrand
521,"2012-03-22 08:36:41",paid_nonbrand
522,"2012-03-22 08:46:20",paid_nonbrand
523,"2012-03-22 08:46:24",paid_nonbrand
524,"2012-03-22 08:52:42",paid_nonbrand
525,"2012-03-22 08:52:58",paid_nonbrand
526,"2012-03-22 08:59:32",paid_nonbrand
527,"2012-03-22 09:03:28",paid_nonbrand
528,"2012-03-22 09:08:14",paid_nonbrand
529,"2012-03-22 09:20:56",paid_nonbrand
530,"2012-03-22 09:31:02",paid_nonbrand
531,"2012-03-22 09:31:46",paid_nonbrand
532,"2012-03-22 09:34:17",paid_nonbrand
533,"2012-03-22 09:39:36",paid_nonbrand
534,"2012-03-22 09:43:21",paid_nonbrand
535,"2012-03-22 09:46:50",paid_nonbrand
536,"2012-03-22 09:47:19",paid_nonbrand
537,"2012-03-22 09:48:41",paid_nonbrand
538,"2012-03-22 09:51:22",paid_nonbrand
539,"2012-03-22 09:58:43",paid_nonbrand
540,"2012-03-22 10:02:58",paid_nonbrand
541,"2012-03-22 10:22:58",paid_nonbrand
542,"2012-03-22 10:23:41",paid_nonbrand
543,"2012-03-22 10:31:49",paid_nonbrand
544,"2012-03-22 10:47:14",paid_nonbrand
545,"2012-03-22 10:49:14",paid_nonbrand
546,"2012-03-22 11:00:44",paid_nonbrand
547,"2012-03-22 11:21:39",paid_nonbrand
548,"2012-03-22 11:36:35",paid_nonbrand
549,"2012-03-22 11:57:51",paid_nonbrand
550,"2012-03-22 11:58:46",paid_nonbrand
551,"2012-03-22 12:00:54",paid_nonbrand
552,"2012-03-22 12:03:59",paid_nonbrand
553,"2012-03-22 12:09:30",paid_nonbrand
554,"2012-03-22 12:22:38",paid_nonbrand
555,"2012-03-22 12:24:49",paid_nonbrand
556,"2012-03-22 12:27:34",paid_nonbrand
557,"2012-03-22 12:34:20",paid_nonbrand
558,"2012-03-22 12:39:27",paid_nonbrand
