user_id,new_session_id,repeat_session_id
153154,175686,NULL
153155,175687,NULL
153156,175688,177805
153157,175690,NULL
153158,175691,NULL
153159,175692,NULL
153160,175693,NULL
153161,175694,192989
153161,175694,199976
153161,175694,211574
153162,175696,NULL
153163,175697,NULL
153164,175698,188153
153164,175698,203043
153164,175698,208856
153165,175699,NULL
153166,175700,NULL
153167,175701,NULL
153168,175702,NULL
153169,175703,NULL
153170,175704,NULL
153171,175705,NULL
153172,175706,NULL
153173,175709,NULL
153174,175710,NULL
153175,175711,NULL
153176,175712,NULL
153177,175713,NULL
153178,175714,NULL
153179,175715,NULL
153180,175716,NULL
153181,175717,NULL
153182,175718,NULL
153183,175719,NULL
153184,175720,NULL
153185,175721,NULL
153186,175722,NULL
153187,175723,NULL
153188,175724,NULL
153189,175725,NULL
153190,175726,NULL
153191,175727,NULL
153192,175728,NULL
153193,175729,191277
153194,175731,NULL
153195,175732,NULL
153196,175733,NULL
153197,175734,NULL
153198,175735,NULL
153199,175736,NULL
153200,175737,NULL
153201,175738,NULL
153202,175740,NULL
153203,175742,NULL
153204,175743,NULL
153205,175744,NULL
153206,175746,NULL
153207,175747,NULL
153208,175748,NULL
153209,175749,NULL
153210,175750,NULL
153211,175752,NULL
153212,175753,NULL
153213,175755,NULL
153214,175756,NULL
153215,175757,205877
153215,175757,222373
153215,175757,228340
153216,175758,NULL
153217,175760,NULL
153218,175761,NULL
153219,175762,NULL
153220,175763,183410
153220,175763,203573
153220,175763,211271
153221,175765,NULL
153222,175766,NULL
153223,175767,NULL
153224,175768,NULL
153225,175769,NULL
153226,175770,NULL
153227,175771,NULL
153228,175772,NULL
153229,175773,NULL
153230,175774,NULL
153231,175775,NULL
153232,175777,193819
153232,175777,203807
153232,175777,211999
153233,175778,192258
153233,175778,207917
153233,175778,213519
153234,175779,NULL
153235,175780,205362
153236,175781,NULL
153237,175782,NULL
153238,175783,182064
153238,175783,193995
153238,175783,204205
153239,175785,NULL
153240,175786,179704
153241,175787,NULL
153242,175788,NULL
153243,175789,178504
153244,175790,NULL
153245,175791,NULL
153246,175792,189227
153246,175792,207763
153246,175792,214536
153247,175793,NULL
153248,175794,NULL
153249,175796,NULL
153250,175799,NULL
153251,175800,NULL
153252,175801,NULL
153253,175802,NULL
153254,175803,NULL
153255,175804,NULL
153256,175805,201524
153256,175805,208322
153256,175805,217255
153257,175806,NULL
153258,175807,NULL
153259,175808,NULL
153260,175809,NULL
153261,175811,NULL
153262,175812,NULL
153263,175813,NULL
153264,175814,NULL
153265,175815,NULL
153266,175817,NULL
153267,175818,NULL
153268,175819,NULL
153269,175821,NULL
153270,175822,NULL
153271,175823,NULL
153272,175824,182945
153272,175824,200253
153272,175824,212626
153273,175825,178524
153274,175826,NULL
153275,175828,NULL
153276,175829,NULL
153277,175830,NULL
153278,175831,NULL
153279,175833,NULL
153280,175834,179680
153281,175835,NULL
153282,175836,NULL
153283,175837,NULL
153284,175839,NULL
153285,175840,NULL
153286,175841,NULL
153287,175842,NULL
153288,175844,NULL
153289,175845,NULL
153290,175846,NULL
153291,175847,NULL
153292,175849,NULL
153293,175850,NULL
153294,175851,NULL
153295,175852,179162
153296,175853,NULL
153297,175854,NULL
153298,175855,NULL
153299,175856,182610
153300,175857,NULL
153301,175858,180979
153301,175858,199447
153301,175858,206765
153302,175859,NULL
153303,175860,NULL
153304,175862,NULL
153305,175863,NULL
153306,175864,NULL
153307,175866,182106
153308,175869,204477
153309,175870,NULL
153310,175871,NULL
153311,175872,187495
153312,175873,NULL
153313,175875,188447
153314,175876,181187
153315,175877,NULL
153316,175878,NULL
153317,175879,NULL
153318,175880,178234
153319,175881,NULL
153320,175882,NULL
153321,175883,NULL
153322,175884,NULL
153323,175885,NULL
153324,175886,NULL
153325,175887,NULL
153326,175888,204676
153327,175890,NULL
153328,175891,NULL
153329,175892,NULL
153330,175893,NULL
153331,175894,NULL
153332,175895,NULL
153333,175896,NULL
153334,175897,NULL
153335,175899,NULL
153336,175900,NULL
153337,175901,NULL
153338,175902,NULL
153339,175903,NULL
153340,175904,NULL
153341,175908,NULL
153342,175910,199387
153342,175910,215884
153342,175910,221561
153343,175911,NULL
153344,175913,NULL
153345,175915,NULL
153346,175916,184601
153346,175916,197670
153346,175916,207648
153347,175917,NULL
153348,175918,NULL
153349,175919,NULL
153350,175920,NULL
153351,175921,NULL
153352,175922,NULL
153353,175923,NULL
153354,175924,NULL
153355,175925,NULL
153356,175926,NULL
153357,175927,NULL
153358,175929,NULL
153359,175930,NULL
153360,175931,NULL
153361,175932,NULL
153362,175933,NULL
153363,175935,NULL
153364,175936,NULL
153365,175937,NULL
153366,175940,NULL
153367,175941,NULL
153368,175942,NULL
153369,175943,NULL
153370,175945,NULL
153371,175947,NULL
153372,175948,NULL
153373,175949,NULL
153374,175950,NULL
153375,175951,NULL
153376,175952,206171
153377,175953,NULL
153378,175954,NULL
153379,175955,NULL
153380,175957,198704
153380,175957,205468
153380,175957,211563
153381,175959,NULL
153382,175960,NULL
153383,175961,NULL
153384,175962,NULL
153385,175963,NULL
153386,175965,NULL
153387,175966,NULL
153388,175967,195438
153389,175969,210008
153389,175969,217699
153389,175969,224703
153390,175970,NULL
153391,175972,NULL
153392,175973,NULL
153393,175974,NULL
153394,175975,NULL
153395,175977,NULL
153396,175978,NULL
153397,175981,NULL
153398,175982,NULL
153399,175983,NULL
153400,175985,NULL
153401,175986,NULL
153402,175987,NULL
153403,175988,193529
153404,175990,202430
153405,175991,NULL
153406,175993,NULL
153407,175994,NULL
153408,175995,NULL
153409,175996,210393
153409,175996,211378
153409,175996,214746
153410,175997,NULL
153411,175998,NULL
153412,175999,NULL
153413,176000,NULL
153414,176001,NULL
153415,176003,NULL
153416,176004,NULL
153417,176005,NULL
153418,176006,NULL
153419,176008,178151
153420,176009,NULL
153421,176010,NULL
153422,176012,NULL
153423,176013,NULL
153424,176014,NULL
153425,176015,NULL
153426,176016,201391
153426,176016,220747
153426,176016,222499
153427,176018,NULL
153428,176019,208403
153429,176020,NULL
153430,176021,NULL
153431,176022,NULL
153432,176023,NULL
153433,176024,NULL
153434,176025,NULL
153435,176026,NULL
153436,176027,NULL
153437,176028,NULL
153438,176029,NULL
153439,176030,NULL
153440,176031,NULL
153441,176032,NULL
153442,176033,NULL
153443,176034,NULL
153444,176035,NULL
153445,176036,NULL
153446,176037,NULL
153447,176038,NULL
153448,176039,NULL
153449,176040,NULL
153450,176041,NULL
153451,176043,NULL
153452,176044,NULL
153453,176045,NULL
153454,176046,NULL
153455,176047,NULL
153456,176048,NULL
153457,176050,NULL
153458,176051,NULL
153459,176052,NULL
153460,176054,NULL
153461,176055,NULL
153462,176056,NULL
153463,176057,187341
153464,176058,NULL
153465,176059,181317
153466,176061,NULL
153467,176062,NULL
153468,176063,NULL
153469,176064,NULL
153470,176065,NULL
153471,176066,NULL
153472,176067,NULL
153473,176068,NULL
153474,176069,NULL
153475,176072,NULL
153476,176073,NULL
153477,176074,NULL
153478,176077,NULL
153479,176079,NULL
153480,176080,NULL
153481,176081,NULL
153482,176082,NULL
153483,176083,NULL
153484,176084,NULL
153485,176086,NULL
153486,176088,NULL
153487,176089,NULL
153488,176090,NULL
153489,176092,NULL
153490,176094,NULL
153491,176095,NULL
153492,176096,NULL
153493,176097,NULL
153494,176098,208744
153495,176101,NULL
153496,176102,NULL
153497,176104,NULL
153498,176105,NULL
153499,176106,NULL
153500,176107,NULL
153501,176108,NULL
153502,176109,NULL
153503,176111,NULL
153504,176112,NULL
153505,176113,NULL
153506,176114,NULL
153507,176116,NULL
153508,176117,NULL
153509,176118,NULL
153510,176119,194438
153511,176120,NULL
153512,176121,NULL
153513,176122,196723
153514,176123,NULL
153515,176124,NULL
153516,176125,NULL
153517,176126,NULL
153518,176127,NULL
153519,176128,NULL
153520,176129,196865
153521,176130,NULL
153522,176131,NULL
153523,176133,192015
153523,176133,200811
153523,176133,214192
153524,176134,NULL
153525,176136,NULL
153526,176137,NULL
153527,176138,NULL
153528,176139,NULL
153529,176142,NULL
153530,176144,NULL
153531,176145,NULL
153532,176146,NULL
153533,176149,NULL
153534,176150,NULL
153535,176151,NULL
153536,176152,NULL
153537,176153,NULL
153538,176155,NULL
153539,176156,185738
153540,176157,NULL
153541,176158,NULL
153542,176159,NULL
153543,176160,NULL
153544,176161,NULL
153545,176162,NULL
153546,176163,NULL
153547,176164,NULL
153548,176166,NULL
153549,176168,NULL
153550,176169,NULL
153551,176170,205444
153552,176173,NULL
153553,176174,NULL
153554,176175,NULL
153555,176177,NULL
153556,176180,200124
153556,176180,209622
153556,176180,211897
153557,176181,NULL
153558,176182,NULL
153559,176183,NULL
153560,176184,NULL
153561,176185,NULL
153562,176186,NULL
153563,176187,NULL
153564,176188,180566
153564,176188,186957
153564,176188,193503
153565,176189,NULL
153566,176190,NULL
153567,176191,179194
153567,176191,185015
153567,176191,195114
153568,176192,180042
153568,176192,201967
153568,176192,211302
153569,176193,NULL
153570,176195,NULL
153571,176196,NULL
153572,176197,NULL
153573,176198,NULL
153574,176200,NULL
153575,176201,NULL
153576,176202,201766
153576,176202,208004
153576,176202,219010
153577,176203,206433
153578,176204,NULL
153579,176205,NULL
153580,176206,189603
153581,176207,NULL
153582,176209,NULL
153583,176211,NULL
153584,176212,NULL
153585,176213,NULL
153586,176215,NULL
153587,176216,NULL
153588,176217,NULL
153589,176218,200868
153589,176218,214442
153589,176218,214606
153590,176219,203456
153591,176220,NULL
153592,176221,NULL
153593,176222,NULL
153594,176223,NULL
153595,176224,NULL
153596,176225,NULL
153597,176226,NULL
153598,176228,NULL
153599,176229,NULL
153600,176230,NULL
153601,176231,NULL
153602,176232,NULL
153603,176233,NULL
153604,176234,NULL
153605,176236,NULL
153606,176237,NULL
153607,176238,192939
153608,176239,NULL
153609,176240,NULL
153610,176241,205557
153610,176241,220044
153610,176241,229708
153611,176242,NULL
153612,176243,NULL
153613,176244,NULL
153614,176246,NULL
153615,176247,182350
153615,176247,183538
153615,176247,191117
153616,176248,NULL
153617,176249,NULL
153618,176250,NULL
153619,176251,NULL
153620,176252,NULL
153621,176253,NULL
153622,176254,NULL
153623,176256,NULL
153624,176257,NULL
153625,176258,206397
153626,176259,202221
153626,176259,219501
153626,176259,230709
153627,176260,NULL
153628,176261,NULL
153629,176263,NULL
153630,176264,NULL
153631,176265,NULL
153632,176266,NULL
153633,176267,NULL
153634,176268,NULL
153635,176269,NULL
153636,176270,NULL
153637,176271,NULL
153638,176272,NULL
153639,176273,198009
153640,176274,NULL
153641,176275,201486
153642,176276,191346
153643,176277,NULL
153644,176278,NULL
153645,176279,NULL
153646,176280,NULL
153647,176282,NULL
153648,176283,NULL
153649,176284,197946
153650,176286,NULL
153651,176287,NULL
153652,176288,202995
153653,176289,NULL
153654,176290,NULL
153655,176291,NULL
153656,176292,NULL
153657,176293,192534
153658,176294,NULL
153659,176296,NULL
153660,176297,NULL
153661,176299,NULL
153662,176300,NULL
153663,176301,NULL
153664,176302,NULL
153665,176303,209588
153666,176304,NULL
153667,176305,NULL
153668,176306,NULL
153669,176307,NULL
153670,176309,185014
153670,176309,195149
153670,176309,210372
153671,176312,NULL
153672,176313,NULL
153673,176314,NULL
153674,176315,183525
153675,176317,NULL
153676,176318,NULL
153677,176320,NULL
153678,176322,NULL
153679,176323,NULL
153680,176324,NULL
153681,176326,NULL
153682,176327,201514
153682,176327,204213
153682,176327,215384
153683,176329,NULL
153684,176330,NULL
153685,176332,NULL
153686,176333,NULL
153687,176334,NULL
153688,176335,NULL
153689,176336,NULL
153690,176337,NULL
153691,176338,NULL
153692,176339,NULL
153693,176340,NULL
153694,176341,NULL
153695,176342,NULL
153696,176343,NULL
153697,176344,NULL
153698,176345,192769
153699,176346,NULL
153700,176347,NULL
153701,176348,NULL
153702,176349,177439
153703,176350,209136
153703,176350,210700
153703,176350,224691
153704,176351,189315
153704,176351,196311
153704,176351,201295
153705,176352,NULL
153706,176353,NULL
153707,176355,NULL
153708,176356,NULL
153709,176357,NULL
153710,176360,NULL
153711,176361,NULL
153712,176362,NULL
153713,176364,NULL
153714,176365,NULL
153715,176366,NULL
153716,176368,NULL
153717,176369,NULL
153718,176370,NULL
153719,176371,NULL
153720,176372,NULL
153721,176374,180117
153722,176376,NULL
153723,176378,NULL
153724,176379,NULL
153725,176380,NULL
153726,176381,NULL
153727,176382,NULL
153728,176383,NULL
153729,176384,NULL
153730,176385,NULL
153731,176386,NULL
153732,176387,NULL
153733,176388,NULL
153734,176389,NULL
153735,176390,NULL
153736,176392,184531
153737,176394,NULL
153738,176395,NULL
153739,176396,201173
153740,176397,191527
153740,176397,212987
153740,176397,219689
153741,176398,NULL
153742,176399,NULL
153743,176400,NULL
153744,176401,200867
153745,176402,NULL
153746,176403,NULL
153747,176404,NULL
153748,176405,NULL
153749,176407,193595
153750,176409,NULL
153751,176410,NULL
153752,176412,NULL
153753,176413,NULL
153754,176414,NULL
153755,176415,NULL
153756,176416,NULL
153757,176418,NULL
153758,176419,NULL
153759,176422,NULL
153760,176423,NULL
153761,176424,NULL
153762,176427,199931
153763,176428,180045
153763,176428,197902
153763,176428,207003
153764,176429,NULL
153765,176430,NULL
153766,176433,NULL
153767,176434,NULL
153768,176435,NULL
153769,176436,NULL
153770,176437,NULL
153771,176438,NULL
153772,176439,NULL
153773,176440,NULL
153774,176441,NULL
153775,176442,NULL
153776,176443,NULL
153777,176444,NULL
153778,176445,NULL
153779,176446,NULL
153780,176447,NULL
153781,176448,NULL
153782,176449,NULL
153783,176451,NULL
153784,176452,NULL
153785,176453,NULL
153786,176455,NULL
153787,176456,NULL
153788,176457,208462
153789,176458,NULL
153790,176459,NULL
153791,176460,NULL
153792,176461,NULL
153793,176462,NULL
153794,176463,NULL
153795,176464,190487
153796,176465,NULL
153797,176466,NULL
153798,176467,NULL
153799,176468,NULL
153800,176469,NULL
153801,176471,NULL
153802,176472,NULL
153803,176473,NULL
153804,176474,177603
153804,176474,184859
153804,176474,193877
153805,176475,NULL
153806,176476,208530
153807,176477,NULL
153808,176478,NULL
153809,176481,NULL
153810,176482,192860
153811,176483,NULL
153812,176484,NULL
153813,176486,201812
153814,176487,188124
153815,176489,NULL
153816,176490,NULL
153817,176492,NULL
153818,176493,NULL
153819,176494,NULL
153820,176495,NULL
153821,176496,NULL
153822,176497,NULL
153823,176498,NULL
153824,176499,NULL
153825,176501,NULL
153826,176503,NULL
153827,176504,NULL
153828,176507,NULL
153829,176508,NULL
153830,176509,NULL
153831,176510,NULL
153832,176511,NULL
153833,176512,NULL
153834,176513,NULL
153835,176514,NULL
153836,176515,NULL
153837,176516,NULL
153838,176517,NULL
153839,176518,NULL
153840,176519,NULL
153841,176520,NULL
153842,176521,NULL
153843,176522,207021
153843,176522,218493
153843,176522,224700
153844,176524,NULL
153845,176525,NULL
153846,176526,179820
153847,176527,NULL
153848,176529,185710
153849,176530,NULL
153850,176531,NULL
153851,176532,NULL
153852,176533,NULL
153853,176534,NULL
153854,176535,NULL
153855,176537,NULL
153856,176538,NULL
153857,176539,NULL
153858,176540,NULL
153859,176541,187973
153860,176542,NULL
153861,176544,177595
153862,176545,NULL
153863,176546,NULL
153864,176548,206822
153865,176549,NULL
153866,176550,NULL
153867,176551,NULL
153868,176554,NULL
153869,176555,NULL
153870,176556,NULL
153871,176557,NULL
153872,176558,NULL
153873,176560,NULL
153874,176561,NULL
153875,176562,NULL
153876,176563,NULL
153877,176564,NULL
153878,176565,NULL
153879,176566,NULL
153880,176567,NULL
153881,176569,NULL
153882,176571,NULL
153883,176572,NULL
153884,176573,NULL
153885,176574,NULL
153886,176575,NULL
153887,176577,NULL
153888,176578,NULL
153889,176579,NULL
153890,176580,NULL
153891,176581,NULL
153892,176582,NULL
153893,176585,NULL
153894,176587,NULL
153895,176588,NULL
153896,176589,NULL
153897,176591,NULL
153898,176592,NULL
153899,176593,NULL
153900,176594,NULL
153901,176596,NULL
153902,176597,NULL
153903,176598,NULL
153904,176599,NULL
153905,176601,NULL
153906,176602,NULL
153907,176604,NULL
153908,176607,NULL
153909,176609,NULL
153910,176610,NULL
153911,176611,NULL
153912,176614,NULL
153913,176615,NULL
153914,176616,NULL
153915,176617,NULL
153916,176618,NULL
153917,176619,NULL
153918,176620,184954
153919,176621,NULL
153920,176622,NULL
153921,176624,199949
153921,176624,203312
153921,176624,208028
153922,176625,NULL
153923,176626,188279
153924,176627,NULL
153925,176628,NULL
153926,176629,182843
153926,176629,199065
153926,176629,204382
153927,176630,NULL
153928,176632,202776
153928,176632,207509
153928,176632,219813
153929,176633,NULL
153930,176634,NULL
153931,176635,NULL
153932,176636,NULL
153933,176637,NULL
153934,176638,NULL
153935,176639,NULL
153936,176640,192747
153937,176641,NULL
153938,176642,178035
153939,176644,NULL
153940,176645,NULL
153941,176647,NULL
153942,176648,NULL
153943,176649,NULL
153944,176650,NULL
153945,176651,191542
153946,176652,NULL
153947,176653,NULL
153948,176654,NULL
153949,176655,NULL
153950,176656,NULL
153951,176657,NULL
153952,176658,204097
153953,176659,NULL
153954,176663,NULL
153955,176664,NULL
153956,176665,NULL
153957,176666,NULL
153958,176667,NULL
153959,176668,NULL
153960,176670,NULL
153961,176671,NULL
153962,176672,186534
153963,176674,NULL
153964,176675,NULL
153965,176676,NULL
153966,176677,NULL
153967,176679,NULL
153968,176680,NULL
153969,176681,NULL
153970,176682,NULL
153971,176683,NULL
153972,176685,NULL
153973,176686,NULL
153974,176687,NULL
153975,176688,NULL
153976,176689,NULL
153977,176690,NULL
153978,176691,NULL
153979,176692,NULL
153980,176693,NULL
153981,176694,NULL
153982,176695,NULL
153983,176696,NULL
153984,176697,NULL
153985,176698,NULL
153986,176699,NULL
153987,176700,184045
153988,176701,NULL
153989,176702,NULL
153990,176703,189085
153991,176705,NULL
153992,176706,NULL
153993,176707,NULL
153994,176708,NULL
153995,176710,NULL
153996,176711,NULL
153997,176712,NULL
153998,176714,NULL
153999,176715,NULL
154000,176717,188288
154001,176718,NULL
154002,176719,187343
154003,176720,NULL
154004,176721,NULL
154005,176722,NULL
154006,176724,NULL
154007,176725,NULL
154008,176726,NULL
154009,176729,NULL
154010,176730,NULL
154011,176731,NULL
154012,176732,199347
154013,176733,NULL
154014,176734,NULL
154015,176735,179874
154016,176737,NULL
154017,176738,NULL
154018,176739,NULL
154019,176741,194703
154020,176742,NULL
154021,176743,NULL
154022,176744,203411
154023,176745,NULL
154024,176746,NULL
154025,176748,NULL
154026,176749,NULL
154027,176750,NULL
154028,176751,183461
154029,176752,NULL
154030,176753,NULL
154031,176754,NULL
154032,176755,NULL
154033,176756,NULL
154034,176757,NULL
154035,176758,NULL
154036,176759,NULL
154037,176762,NULL
154038,176763,NULL
154039,176767,NULL
154040,176768,NULL
154041,176769,NULL
154042,176770,NULL
154043,176771,201567
154044,176773,NULL
154045,176774,NULL
154046,176776,NULL
154047,176777,NULL
154048,176778,NULL
154049,176779,NULL
154050,176780,NULL
154051,176782,182188
154051,176782,199657
154051,176782,207155
154052,176783,203875
154053,176784,NULL
154054,176785,NULL
154055,176787,NULL
154056,176788,NULL
154057,176789,NULL
154058,176790,NULL
154059,176791,NULL
154060,176792,NULL
154061,176793,NULL
154062,176794,NULL
154063,176795,NULL
154064,176796,NULL
154065,176797,183901
154066,176799,NULL
154067,176800,NULL
154068,176801,NULL
154069,176802,NULL
154070,176803,180459
154070,176803,200422
154070,176803,211994
154071,176804,NULL
154072,176806,NULL
154073,176807,NULL
154074,176809,177243
154074,176809,197697
154074,176809,205580
154075,176810,NULL
154076,176811,NULL
154077,176812,NULL
154078,176814,NULL
154079,176815,NULL
154080,176816,NULL
154081,176817,NULL
154082,176818,NULL
154083,176819,NULL
154084,176820,202789
154085,176821,188943
154085,176821,193928
154085,176821,201492
154086,176822,NULL
154087,176823,NULL
154088,176824,NULL
154089,176825,NULL
154090,176826,NULL
154091,176827,NULL
154092,176829,202359
154093,176830,NULL
154094,176831,NULL
154095,176833,NULL
154096,176834,NULL
154097,176835,181641
154097,176835,185555
154097,176835,198862
154098,176837,NULL
154099,176838,NULL
154100,176840,NULL
154101,176841,NULL
154102,176842,NULL
154103,176844,NULL
154104,176845,NULL
154105,176846,NULL
154106,176847,NULL
154107,176849,NULL
154108,176850,NULL
154109,176852,NULL
154110,176853,NULL
154111,176856,NULL
154112,176857,NULL
154113,176858,191810
154114,176859,NULL
154115,176860,NULL
154116,176862,NULL
154117,176863,NULL
154118,176865,NULL
154119,176866,NULL
154120,176867,NULL
154121,176868,NULL
154122,176869,NULL
154123,176870,NULL
154124,176871,NULL
154125,176872,199354
154125,176872,215421
154125,176872,224664
154126,176873,NULL
154127,176874,NULL
154128,176875,NULL
154129,176876,NULL
154130,176877,202508
154131,176880,NULL
154132,176881,NULL
154133,176882,NULL
154134,176883,NULL
154135,176886,NULL
154136,176887,NULL
