website_session_id,first_pageview_id,count_pageviews,landing_page,session_created_at
9393,18705,4,/the-original-mr-fuzzy,"2012-06-01 10:59:13"
9393,18705,4,/cart,"2012-06-01 11:01:48"
9394,18708,1,/home,"2012-06-01 11:01:30"
9395,18710,1,/home,"2012-06-01 11:18:00"
9396,18711,1,/home,"2012-06-01 11:18:56"
9397,18712,1,/home,"2012-06-01 11:20:25"
9398,18713,6,/home,"2012-06-01 11:22:00"
9398,18713,6,/products,"2012-06-01 11:22:32"
9398,18713,6,/the-original-mr-fuzzy,"2012-06-01 11:26:05"
9398,18713,6,/cart,"2012-06-01 11:26:54"
9398,18713,6,/shipping,"2012-06-01 11:29:31"
9398,18713,6,/billing,"2012-06-01 11:31:04"
9400,18720,2,/home,"2012-06-01 11:51:14"
9400,18720,2,/products,"2012-06-01 11:55:49"
9401,18721,3,/home,"2012-06-01 11:51:27"
9401,18721,3,/products,"2012-06-01 11:52:32"
9401,18721,3,/the-original-mr-fuzzy,"2012-06-01 11:52:53"
9402,18722,1,/home,"2012-06-01 11:52:10"
9403,18725,3,/home,"2012-06-01 11:53:23"
9403,18725,3,/products,"2012-06-01 11:55:27"
9403,18725,3,/the-original-mr-fuzzy,"2012-06-01 11:59:30"
9404,18728,1,/home,"2012-06-01 11:56:41"
9405,18730,1,/home,"2012-06-01 12:00:19"
9406,18731,6,/home,"2012-06-01 12:01:16"
9406,18731,6,/products,"2012-06-01 12:03:22"
9406,18731,6,/the-original-mr-fuzzy,"2012-06-01 12:04:38"
9406,18731,6,/cart,"2012-06-01 12:07:51"
9406,18731,6,/shipping,"2012-06-01 12:11:39"
9406,18731,6,/billing,"2012-06-01 12:14:05"
9407,18732,1,/home,"2012-06-01 12:02:15"
9408,18733,1,/home,"2012-06-01 12:03:05"
9409,18738,1,/home,"2012-06-01 12:12:23"
9410,18740,3,/home,"2012-06-01 12:16:26"
9410,18740,3,/products,"2012-06-01 12:19:51"
9410,18740,3,/the-original-mr-fuzzy,"2012-06-01 12:22:40"
9412,18746,7,/home,"2012-06-01 12:32:19"
9412,18746,7,/products,"2012-06-01 12:33:35"
9412,18746,7,/the-original-mr-fuzzy,"2012-06-01 12:35:11"
9412,18746,7,/cart,"2012-06-01 12:37:28"
9412,18746,7,/shipping,"2012-06-01 12:41:06"
9412,18746,7,/billing,"2012-06-01 12:42:28"
9412,18746,7,/thank-you-for-your-order,"2012-06-01 12:48:56"
9413,18749,7,/home,"2012-06-01 12:37:18"
9413,18749,7,/products,"2012-06-01 12:41:24"
9413,18749,7,/the-original-mr-fuzzy,"2012-06-01 12:45:37"
9413,18749,7,/cart,"2012-06-01 12:46:56"
9413,18749,7,/shipping,"2012-06-01 12:49:48"
9413,18749,7,/billing,"2012-06-01 12:51:54"
9413,18749,7,/thank-you-for-your-order,"2012-06-01 12:57:29"
9414,18751,2,/home,"2012-06-01 12:38:20"
9414,18751,2,/products,"2012-06-01 12:38:57"
9415,18756,1,/home,"2012-06-01 12:42:48"
9416,18762,1,/home,"2012-06-01 12:57:19"
9417,18764,1,/home,"2012-06-01 13:00:16"
9418,18765,1,/home,"2012-06-01 13:00:40"
9421,18768,1,/home,"2012-06-01 13:15:10"
9422,18770,1,/home,"2012-06-01 13:19:07"
9423,18773,1,/home,"2012-06-01 13:36:09"
9424,18774,1,/home,"2012-06-01 13:37:40"
9426,18778,1,/home,"2012-06-01 13:42:23"
9427,18779,1,/home,"2012-06-01 13:50:42"
9428,18780,7,/home,"2012-06-01 14:01:57"
9428,18780,7,/products,"2012-06-01 14:03:55"
9428,18780,7,/the-original-mr-fuzzy,"2012-06-01 14:05:02"
9428,18780,7,/cart,"2012-06-01 14:08:14"
9428,18780,7,/shipping,"2012-06-01 14:11:20"
9428,18780,7,/billing,"2012-06-01 14:14:30"
9428,18780,7,/thank-you-for-your-order,"2012-06-01 14:22:14"
9430,18789,1,/home,"2012-06-01 14:18:06"
9431,18791,2,/home,"2012-06-01 14:23:03"
9431,18791,2,/products,"2012-06-01 14:24:56"
9432,18793,3,/home,"2012-06-01 14:28:12"
9432,18793,3,/products,"2012-06-01 14:33:11"
9432,18793,3,/the-original-mr-fuzzy,"2012-06-01 14:35:57"
9433,18796,1,/home,"2012-06-01 14:35:59"
9434,18797,1,/home,"2012-06-01 14:47:05"
9435,18798,1,/home,"2012-06-01 14:51:29"
9436,18799,1,/home,"2012-06-01 14:59:21"
9437,18800,6,/home,"2012-06-01 15:04:15"
9437,18800,6,/products,"2012-06-01 15:07:21"
9437,18800,6,/the-original-mr-fuzzy,"2012-06-01 15:10:01"
9437,18800,6,/cart,"2012-06-01 15:13:01"
9437,18800,6,/shipping,"2012-06-01 15:15:59"
9437,18800,6,/billing,"2012-06-01 15:16:25"
9438,18801,1,/home,"2012-06-01 15:04:46"
9439,18804,1,/home,"2012-06-01 15:12:28"
9440,18808,1,/home,"2012-06-01 15:32:13"
9441,18809,3,/home,"2012-06-01 15:34:49"
9441,18809,3,/products,"2012-06-01 15:37:55"
9441,18809,3,/the-original-mr-fuzzy,"2012-06-01 15:38:18"
9442,18810,3,/home,"2012-06-01 15:37:30"
9442,18810,3,/products,"2012-06-01 15:42:03"
9442,18810,3,/the-original-mr-fuzzy,"2012-06-01 15:44:34"
9443,18814,1,/home,"2012-06-01 15:42:52"
9444,18816,1,/home,"2012-06-01 15:46:40"
9445,18817,2,/home,"2012-06-01 15:46:40"
9445,18817,2,/products,"2012-06-01 15:49:56"
9446,18819,1,/home,"2012-06-01 15:56:38"
9447,18820,3,/home,"2012-06-01 15:59:18"
9447,18820,3,/products,"2012-06-01 16:00:19"
9447,18820,3,/the-original-mr-fuzzy,"2012-06-01 16:02:41"
9448,18823,1,/home,"2012-06-01 16:09:32"
9449,18824,1,/home,"2012-06-01 16:20:51"
9450,18825,1,/home,"2012-06-01 16:21:01"
9451,18826,6,/home,"2012-06-01 16:27:31"
9451,18826,6,/products,"2012-06-01 16:33:05"
9451,18826,6,/the-original-mr-fuzzy,"2012-06-01 16:37:06"
9451,18826,6,/cart,"2012-06-01 16:38:27"
9451,18826,6,/shipping,"2012-06-01 16:40:05"
9451,18826,6,/billing,"2012-06-01 16:41:12"
9453,18833,1,/home,"2012-06-01 16:49:08"
9454,18834,1,/home,"2012-06-01 16:56:02"
9456,18836,1,/home,"2012-06-01 17:37:34"
9457,18837,1,/home,"2012-06-01 17:49:59"
9458,18838,4,/home,"2012-06-01 17:57:43"
9458,18838,4,/products,"2012-06-01 18:00:20"
9458,18838,4,/the-original-mr-fuzzy,"2012-06-01 18:04:13"
9458,18838,4,/cart,"2012-06-01 18:05:12"
9459,18842,1,/home,"2012-06-01 18:06:25"
9460,18843,7,/home,"2012-06-01 18:13:08"
9460,18843,7,/products,"2012-06-01 18:15:17"
9460,18843,7,/the-original-mr-fuzzy,"2012-06-01 18:17:58"
9460,18843,7,/cart,"2012-06-01 18:18:24"
9460,18843,7,/shipping,"2012-06-01 18:20:56"
9460,18843,7,/billing,"2012-06-01 18:21:57"
9460,18843,7,/thank-you-for-your-order,"2012-06-01 18:27:57"
9461,18845,1,/home,"2012-06-01 18:17:19"
9462,18849,4,/home,"2012-06-01 18:21:31"
9462,18849,4,/products,"2012-06-01 18:24:43"
9462,18849,4,/the-original-mr-fuzzy,"2012-06-01 18:26:14"
9462,18849,4,/cart,"2012-06-01 18:28:41"
9463,18855,1,/home,"2012-06-01 18:54:45"
9464,18856,1,/home,"2012-06-01 19:09:58"
9465,18857,2,/home,"2012-06-01 19:31:05"
9465,18857,2,/products,"2012-06-01 19:34:57"
9466,18859,1,/home,"2012-06-01 19:44:09"
9467,18860,7,/home,"2012-06-01 19:50:39"
9467,18860,7,/products,"2012-06-01 19:55:28"
9467,18860,7,/the-original-mr-fuzzy,"2012-06-01 19:59:11"
9467,18860,7,/cart,"2012-06-01 20:02:26"
9467,18860,7,/shipping,"2012-06-01 20:06:17"
9467,18860,7,/billing,"2012-06-01 20:07:39"
9467,18860,7,/thank-you-for-your-order,"2012-06-01 20:13:43"
9468,18867,1,/home,"2012-06-01 20:14:58"
9469,18868,3,/home,"2012-06-01 20:17:23"
9469,18868,3,/products,"2012-06-01 20:20:12"
9469,18868,3,/the-original-mr-fuzzy,"2012-06-01 20:20:44"
9470,18871,5,/home,"2012-06-01 20:38:15"
9470,18871,5,/products,"2012-06-01 20:41:28"
9470,18871,5,/the-original-mr-fuzzy,"2012-06-01 20:45:59"
9470,18871,5,/cart,"2012-06-01 20:47:10"
9470,18871,5,/shipping,"2012-06-01 20:47:44"
9471,18876,1,/home,"2012-06-01 20:48:40"
9472,18877,1,/home,"2012-06-01 21:22:32"
9473,18878,1,/home,"2012-06-01 21:28:50"
9474,18879,4,/home,"2012-06-01 21:34:06"
9474,18879,4,/products,"2012-06-01 21:37:24"
9474,18879,4,/the-original-mr-fuzzy,"2012-06-01 21:40:28"
9474,18879,4,/cart,"2012-06-01 21:43:30"
9475,18883,1,/home,"2012-06-01 22:00:42"
9476,18884,1,/home,"2012-06-01 22:08:23"
9477,18885,1,/home,"2012-06-01 22:10:15"
9478,18886,6,/home,"2012-06-01 22:27:57"
9478,18886,6,/products,"2012-06-01 22:30:28"
9478,18886,6,/the-original-mr-fuzzy,"2012-06-01 22:32:00"
9478,18886,6,/cart,"2012-06-01 22:35:55"
9478,18886,6,/shipping,"2012-06-01 22:37:37"
9478,18886,6,/billing,"2012-06-01 22:38:12"
9479,18892,1,/home,"2012-06-01 23:09:08"
9480,18893,3,/home,"2012-06-01 23:19:43"
9480,18893,3,/products,"2012-06-01 23:22:56"
9480,18893,3,/the-original-mr-fuzzy,"2012-06-01 23:25:36"
9481,18896,3,/home,"2012-06-01 23:34:39"
9481,18896,3,/products,"2012-06-01 23:36:09"
9481,18896,3,/the-original-mr-fuzzy,"2012-06-01 23:40:10"
9482,18898,1,/home,"2012-06-01 23:37:33"
9483,18900,1,/home,"2012-06-01 23:57:02"
9484,18901,1,/home,"2012-06-02 00:07:42"
9485,18902,6,/home,"2012-06-02 00:36:34"
9485,18902,6,/products,"2012-06-02 00:37:03"
9485,18902,6,/the-original-mr-fuzzy,"2012-06-02 00:40:02"
9485,18902,6,/cart,"2012-06-02 00:42:49"
9485,18902,6,/shipping,"2012-06-02 00:45:42"
9485,18902,6,/billing,"2012-06-02 00:47:06"
9486,18907,1,/home,"2012-06-02 00:46:55"
9487,18909,1,/home,"2012-06-02 01:45:59"
9488,18910,1,/home,"2012-06-02 02:52:24"
9489,18911,2,/home,"2012-06-02 05:51:27"
9489,18911,2,/products,"2012-06-02 05:53:43"
9490,18913,1,/home,"2012-06-02 06:10:56"
9491,18914,3,/home,"2012-06-02 06:13:48"
9491,18914,3,/products,"2012-06-02 06:17:50"
9491,18914,3,/the-original-mr-fuzzy,"2012-06-02 06:20:30"
9493,18918,6,/home,"2012-06-02 06:23:15"
9493,18918,6,/products,"2012-06-02 06:27:41"
9493,18918,6,/the-original-mr-fuzzy,"2012-06-02 06:31:09"
9493,18918,6,/cart,"2012-06-02 06:32:51"
9493,18918,6,/shipping,"2012-06-02 06:34:39"
9493,18918,6,/billing,"2012-06-02 06:36:38"
9494,18926,1,/home,"2012-06-02 09:02:35"
9495,18927,1,/home,"2012-06-02 09:03:00"
9496,18928,1,/home,"2012-06-02 09:14:06"
9497,18929,2,/home,"2012-06-02 09:33:48"
9497,18929,2,/products,"2012-06-02 09:37:50"
9498,18931,1,/home,"2012-06-02 09:40:57"
9499,18932,1,/home,"2012-06-02 09:42:05"
9500,18933,2,/home,"2012-06-02 09:55:50"
9500,18933,2,/products,"2012-06-02 09:59:54"
9501,18935,1,/home,"2012-06-02 10:00:51"
9502,18936,1,/home,"2012-06-02 10:18:40"
9503,18937,1,/home,"2012-06-02 10:39:13"
9504,18938,1,/home,"2012-06-02 10:53:38"
9505,18939,3,/home,"2012-06-02 10:54:25"
9505,18939,3,/products,"2012-06-02 10:59:25"
9505,18939,3,/the-original-mr-fuzzy,"2012-06-02 10:59:46"
9507,18945,1,/home,"2012-06-02 11:35:06"
9510,18948,1,/home,"2012-06-02 11:49:33"
9511,18953,1,/home,"2012-06-02 12:02:34"
9512,18954,1,/home,"2012-06-02 12:36:44"
9513,18955,1,/home,"2012-06-02 12:37:58"
9514,18956,7,/home,"2012-06-02 12:45:13"
9514,18956,7,/products,"2012-06-02 12:49:26"
9514,18956,7,/the-original-mr-fuzzy,"2012-06-02 12:53:46"
9514,18956,7,/cart,"2012-06-02 12:54:20"
9514,18956,7,/shipping,"2012-06-02 12:57:57"
9514,18956,7,/billing,"2012-06-02 13:00:24"
9514,18956,7,/thank-you-for-your-order,"2012-06-02 13:04:20"
9515,18958,1,/home,"2012-06-02 12:49:48"
9516,18962,1,/home,"2012-06-02 12:58:31"
9517,18965,1,/home,"2012-06-02 13:33:17"
9518,18966,1,/home,"2012-06-02 13:42:17"
9520,18968,6,/home,"2012-06-02 13:48:11"
9520,18968,6,/products,"2012-06-02 13:52:49"
9520,18968,6,/the-original-mr-fuzzy,"2012-06-02 13:53:08"
9520,18968,6,/cart,"2012-06-02 13:56:17"
9520,18968,6,/shipping,"2012-06-02 13:57:52"
9520,18968,6,/billing,"2012-06-02 14:00:58"
9521,18970,2,/home,"2012-06-02 13:52:25"
9521,18970,2,/products,"2012-06-02 13:55:00"
9522,18977,1,/home,"2012-06-02 14:11:16"
9523,18978,2,/home,"2012-06-02 14:22:17"
9523,18978,2,/products,"2012-06-02 14:23:03"
9524,18980,3,/home,"2012-06-02 14:58:36"
9524,18980,3,/products,"2012-06-02 15:02:52"
9524,18980,3,/the-original-mr-fuzzy,"2012-06-02 15:04:24"
9525,18983,1,/home,"2012-06-02 15:04:51"
9526,18984,3,/home,"2012-06-02 15:57:57"
9526,18984,3,/products,"2012-06-02 15:58:33"
9526,18984,3,/the-original-mr-fuzzy,"2012-06-02 16:00:39"
9527,18987,1,/home,"2012-06-02 16:02:27"
9529,18989,5,/home,"2012-06-02 16:16:07"
9529,18989,5,/products,"2012-06-02 16:18:42"
9529,18989,5,/the-original-mr-fuzzy,"2012-06-02 16:22:37"
9529,18989,5,/cart,"2012-06-02 16:25:18"
9529,18989,5,/shipping,"2012-06-02 16:29:12"
9532,19000,1,/home,"2012-06-02 16:59:25"
9533,19001,3,/home,"2012-06-02 17:09:13"
9533,19001,3,/products,"2012-06-02 17:12:05"
9533,19001,3,/the-original-mr-fuzzy,"2012-06-02 17:12:20"
9534,19004,3,/home,"2012-06-02 18:24:23"
9534,19004,3,/products,"2012-06-02 18:24:57"
9534,19004,3,/the-original-mr-fuzzy,"2012-06-02 18:27:28"
9535,19007,1,/home,"2012-06-02 19:28:35"
9536,19008,1,/home,"2012-06-02 19:36:10"
9537,19009,1,/home,"2012-06-02 19:42:13"
9538,19010,1,/home,"2012-06-02 20:17:49"
9539,19011,3,/home,"2012-06-02 20:33:54"
9539,19011,3,/products,"2012-06-02 20:38:47"
9539,19011,3,/the-original-mr-fuzzy,"2012-06-02 20:41:31"
9540,19014,1,/home,"2012-06-02 21:14:55"
9541,19015,1,/home,"2012-06-02 21:53:13"
9542,19016,1,/home,"2012-06-02 21:55:03"
9543,19017,1,/home,"2012-06-02 22:05:35"
9544,19018,2,/home,"2012-06-02 22:50:13"
9544,19018,2,/products,"2012-06-02 22:54:25"
9545,19019,6,/home,"2012-06-02 22:50:33"
9545,19019,6,/products,"2012-06-02 22:52:27"
9545,19019,6,/the-original-mr-fuzzy,"2012-06-02 22:53:53"
9545,19019,6,/cart,"2012-06-02 22:57:25"
9545,19019,6,/shipping,"2012-06-02 23:01:05"
9545,19019,6,/billing,"2012-06-02 23:03:01"
9546,19024,6,/home,"2012-06-02 22:59:52"
9546,19024,6,/products,"2012-06-02 23:00:35"
9546,19024,6,/the-original-mr-fuzzy,"2012-06-02 23:03:43"
9546,19024,6,/cart,"2012-06-02 23:05:39"
9546,19024,6,/shipping,"2012-06-02 23:08:23"
9546,19024,6,/billing,"2012-06-02 23:11:22"
9547,19032,7,/home,"2012-06-02 23:14:16"
9547,19032,7,/products,"2012-06-02 23:18:18"
9547,19032,7,/the-original-mr-fuzzy,"2012-06-02 23:20:36"
9547,19032,7,/cart,"2012-06-02 23:22:55"
9547,19032,7,/shipping,"2012-06-02 23:25:16"
9547,19032,7,/billing,"2012-06-02 23:28:13"
9547,19032,7,/thank-you-for-your-order,"2012-06-02 23:36:33"
9549,19039,1,/home,"2012-06-02 23:28:22"
9550,19042,1,/home,"2012-06-03 00:43:23"
9552,19044,3,/home,"2012-06-03 01:03:59"
9552,19044,3,/products,"2012-06-03 01:09:37"
9552,19044,3,/the-original-mr-fuzzy,"2012-06-03 01:11:29"
9554,19050,1,/home,"2012-06-03 02:13:09"
9556,19057,1,/home,"2012-06-03 03:17:44"
9557,19058,2,/home,"2012-06-03 04:01:30"
9557,19058,2,/products,"2012-06-03 04:04:57"
9558,19059,1,/home,"2012-06-03 04:01:48"
9559,19061,1,/home,"2012-06-03 04:09:18"
9560,19062,1,/home,"2012-06-03 04:11:09"
9561,19063,1,/home,"2012-06-03 05:43:17"
9563,19071,1,/home,"2012-06-03 08:02:07"
9564,19072,3,/home,"2012-06-03 08:15:01"
9564,19072,3,/products,"2012-06-03 08:18:35"
9564,19072,3,/the-original-mr-fuzzy,"2012-06-03 08:22:28"
9565,19075,1,/home,"2012-06-03 08:46:10"
9566,19076,1,/home,"2012-06-03 09:28:30"
9568,19078,7,/home,"2012-06-03 10:06:27"
9568,19078,7,/products,"2012-06-03 10:08:19"
9568,19078,7,/the-original-mr-fuzzy,"2012-06-03 10:09:03"
9568,19078,7,/cart,"2012-06-03 10:12:44"
9568,19078,7,/shipping,"2012-06-03 10:13:14"
9568,19078,7,/billing,"2012-06-03 10:14:38"
9568,19078,7,/thank-you-for-your-order,"2012-06-03 10:20:20"
9569,19081,1,/home,"2012-06-03 10:11:05"
9570,19086,1,/home,"2012-06-03 10:29:54"
9571,19087,1,/home,"2012-06-03 11:25:07"
9572,19088,1,/home,"2012-06-03 12:50:08"
9574,19091,6,/home,"2012-06-03 13:40:29"
9574,19091,6,/products,"2012-06-03 13:44:06"
9574,19091,6,/the-original-mr-fuzzy,"2012-06-03 13:44:45"
9574,19091,6,/cart,"2012-06-03 13:48:28"
9574,19091,6,/shipping,"2012-06-03 13:50:09"
9574,19091,6,/billing,"2012-06-03 13:51:46"
9575,19097,1,/home,"2012-06-03 14:26:01"
9576,19098,1,/home,"2012-06-03 14:30:38"
9577,19099,2,/home,"2012-06-03 14:33:21"
9577,19099,2,/products,"2012-06-03 14:37:00"
9578,19101,1,/home,"2012-06-03 15:29:22"
9579,19102,1,/home,"2012-06-03 15:34:27"
9581,19107,3,/home,"2012-06-03 15:49:18"
9581,19107,3,/products,"2012-06-03 15:53:16"
9581,19107,3,/the-original-mr-fuzzy,"2012-06-03 15:54:53"
9582,19108,3,/home,"2012-06-03 15:53:00"
9582,19108,3,/products,"2012-06-03 15:56:21"
9582,19108,3,/the-original-mr-fuzzy,"2012-06-03 15:57:28"
9583,19111,1,/home,"2012-06-03 15:56:05"
9584,19114,1,/home,"2012-06-03 16:09:31"
9585,19115,3,/home,"2012-06-03 16:17:49"
9585,19115,3,/products,"2012-06-03 16:18:12"
9585,19115,3,/the-original-mr-fuzzy,"2012-06-03 16:18:41"
9586,19117,1,/home,"2012-06-03 16:18:34"
9588,19120,2,/home,"2012-06-03 16:40:25"
9588,19120,2,/products,"2012-06-03 16:43:29"
9592,19135,7,/home,"2012-06-03 17:58:43"
9592,19135,7,/products,"2012-06-03 17:59:42"
9592,19135,7,/the-original-mr-fuzzy,"2012-06-03 18:03:39"
9592,19135,7,/cart,"2012-06-03 18:06:40"
9592,19135,7,/shipping,"2012-06-03 18:09:00"
9592,19135,7,/billing,"2012-06-03 18:09:39"
9592,19135,7,/thank-you-for-your-order,"2012-06-03 18:13:27"
9593,19137,4,/home,"2012-06-03 18:02:15"
9593,19137,4,/products,"2012-06-03 18:03:27"
9593,19137,4,/the-original-mr-fuzzy,"2012-06-03 18:07:35"
9593,19137,4,/cart,"2012-06-03 18:08:52"
9594,19146,2,/home,"2012-06-03 18:16:40"
9594,19146,2,/products,"2012-06-03 18:17:58"
9595,19148,1,/home,"2012-06-03 18:20:59"
9596,19149,1,/home,"2012-06-03 19:26:45"
9597,19150,1,/home,"2012-06-03 19:39:19"
9598,19151,3,/home,"2012-06-03 19:46:19"
9598,19151,3,/products,"2012-06-03 19:47:53"
9598,19151,3,/the-original-mr-fuzzy,"2012-06-03 19:52:01"
9599,19154,3,/home,"2012-06-03 20:20:59"
9599,19154,3,/products,"2012-06-03 20:22:20"
9599,19154,3,/the-original-mr-fuzzy,"2012-06-03 20:25:58"
9600,19157,2,/home,"2012-06-03 20:30:30"
9600,19157,2,/products,"2012-06-03 20:32:36"
9601,19158,2,/home,"2012-06-03 20:31:17"
9601,19158,2,/products,"2012-06-03 20:31:58"
9602,19161,6,/home,"2012-06-03 20:46:21"
9602,19161,6,/products,"2012-06-03 20:52:09"
9602,19161,6,/the-original-mr-fuzzy,"2012-06-03 20:53:14"
9602,19161,6,/cart,"2012-06-03 20:53:50"
9602,19161,6,/shipping,"2012-06-03 20:56:16"
9602,19161,6,/billing,"2012-06-03 20:57:28"
9603,19167,1,/home,"2012-06-03 20:58:56"
9604,19168,1,/home,"2012-06-03 21:28:59"
9606,19170,1,/home,"2012-06-03 21:43:21"
9607,19172,1,/home,"2012-06-03 21:50:32"
9608,19173,1,/home,"2012-06-03 21:54:39"
9609,19174,4,/home,"2012-06-03 22:07:06"
9609,19174,4,/products,"2012-06-03 22:07:52"
9609,19174,4,/the-original-mr-fuzzy,"2012-06-03 22:10:59"
9609,19174,4,/cart,"2012-06-03 22:13:22"
9610,19178,1,/home,"2012-06-03 22:51:30"
9611,19179,4,/home,"2012-06-03 23:24:42"
9611,19179,4,/products,"2012-06-03 23:27:15"
9611,19179,4,/the-original-mr-fuzzy,"2012-06-03 23:30:28"
9611,19179,4,/cart,"2012-06-03 23:32:54"
9613,19186,1,/home,"2012-06-03 23:51:38"
9614,19187,1,/home,"2012-06-03 23:54:02"
9615,19188,1,/home,"2012-06-04 00:52:50"
9616,19189,1,/home,"2012-06-04 01:08:05"
9617,19190,7,/home,"2012-06-04 01:39:02"
9617,19190,7,/products,"2012-06-04 01:42:28"
9617,19190,7,/the-original-mr-fuzzy,"2012-06-04 01:43:00"
9617,19190,7,/cart,"2012-06-04 01:43:54"
9617,19190,7,/shipping,"2012-06-04 01:45:07"
9617,19190,7,/billing,"2012-06-04 01:45:54"
9617,19190,7,/thank-you-for-your-order,"2012-06-04 01:52:42"
9619,19198,2,/home,"2012-06-04 02:41:29"
9619,19198,2,/products,"2012-06-04 02:44:52"
9620,19200,1,/home,"2012-06-04 02:50:40"
9621,19201,2,/home,"2012-06-04 03:22:42"
9621,19201,2,/products,"2012-06-04 03:25:55"
