user_id,new_session_id,new_sessions_created_at,repeat_session_id,repeat_session_created_at
152866,175301,"2014-01-01 05:58:27",NULL,NULL
152867,175302,"2014-01-01 06:01:26",NULL,NULL
152868,175304,"2014-01-01 06:22:28",NULL,NULL
152869,175306,"2014-01-01 06:49:09",NULL,NULL
152870,175307,"2014-01-01 07:01:15",NULL,NULL
152871,175308,"2014-01-01 07:01:35",NULL,NULL
152872,175309,"2014-01-01 07:01:45",NULL,NULL
152873,175310,"2014-01-01 07:11:56",NULL,NULL
152874,175311,"2014-01-01 07:17:40",NULL,NULL
152875,175313,"2014-01-01 07:26:05",NULL,NULL
152876,175314,"2014-01-01 07:27:10",NULL,NULL
152877,175315,"2014-01-01 07:33:25",NULL,NULL
152878,175316,"2014-01-01 07:38:09",190387,"2014-02-02 03:08:55"
152879,175318,"2014-01-01 07:48:25",NULL,NULL
152880,175319,"2014-01-01 07:49:33",NULL,NULL
152881,175321,"2014-01-01 07:54:06",209408,"2014-03-06 16:13:48"
152882,175322,"2014-01-01 07:55:30",NULL,NULL
152883,175325,"2014-01-01 08:15:24",NULL,NULL
152884,175326,"2014-01-01 08:15:39",NULL,NULL
152885,175327,"2014-01-01 08:19:53",NULL,NULL
152886,175328,"2014-01-01 08:26:07",NULL,NULL
152887,175329,"2014-01-01 08:28:14",NULL,NULL
152888,175331,"2014-01-01 08:35:04",NULL,NULL
152889,175332,"2014-01-01 08:36:08",NULL,NULL
152890,175333,"2014-01-01 08:39:59",192114,"2014-02-05 10:49:36"
152890,175333,"2014-01-01 08:39:59",208336,"2014-03-05 08:30:08"
152890,175333,"2014-01-01 08:39:59",214692,"2014-03-16 20:59:33"
152891,175334,"2014-01-01 08:49:36",194826,"2014-02-10 12:37:01"
152891,175334,"2014-01-01 08:49:36",201023,"2014-02-19 18:11:20"
152891,175334,"2014-01-01 08:49:36",203147,"2014-02-24 04:31:24"
152892,175335,"2014-01-01 08:49:42",NULL,NULL
152893,175338,"2014-01-01 09:03:52",NULL,NULL
152894,175340,"2014-01-01 09:13:37",NULL,NULL
152895,175341,"2014-01-01 09:14:00",NULL,NULL
152896,175342,"2014-01-01 09:14:28",NULL,NULL
152897,175343,"2014-01-01 09:16:51",NULL,NULL
152898,175344,"2014-01-01 09:17:53",179222,"2014-01-10 11:32:22"
152899,175345,"2014-01-01 09:18:22",NULL,NULL
152900,175347,"2014-01-01 09:19:10",NULL,NULL
152901,175348,"2014-01-01 09:21:37",195709,"2014-02-11 13:55:33"
152902,175350,"2014-01-01 09:25:01",NULL,NULL
152903,175351,"2014-01-01 09:30:29",NULL,NULL
152904,175352,"2014-01-01 09:34:09",NULL,NULL
152905,175353,"2014-01-01 09:38:37",NULL,NULL
152906,175354,"2014-01-01 09:40:23",NULL,NULL
152907,175355,"2014-01-01 09:47:35",NULL,NULL
152908,175356,"2014-01-01 09:48:41",NULL,NULL
152909,175357,"2014-01-01 09:50:53",NULL,NULL
152910,175358,"2014-01-01 09:54:47",NULL,NULL
152911,175359,"2014-01-01 09:57:45",191561,"2014-02-04 13:35:00"
152912,175361,"2014-01-01 10:00:17",NULL,NULL
152913,175362,"2014-01-01 10:00:36",NULL,NULL
152914,175363,"2014-01-01 10:00:48",NULL,NULL
152915,175365,"2014-01-01 10:06:45",NULL,NULL
152916,175366,"2014-01-01 10:08:34",NULL,NULL
152917,175367,"2014-01-01 10:08:54",NULL,NULL
152918,175369,"2014-01-01 10:09:10",NULL,NULL
152919,175370,"2014-01-01 10:09:57",NULL,NULL
152920,175371,"2014-01-01 10:11:20",NULL,NULL
152921,175372,"2014-01-01 10:14:47",NULL,NULL
152922,175373,"2014-01-01 10:15:27",NULL,NULL
152923,175374,"2014-01-01 10:16:45",NULL,NULL
152924,175376,"2014-01-01 10:18:59",NULL,NULL
152925,175379,"2014-01-01 10:23:47",NULL,NULL
152926,175380,"2014-01-01 10:26:31",NULL,NULL
152927,175381,"2014-01-01 10:26:34",NULL,NULL
152928,175382,"2014-01-01 10:27:42",NULL,NULL
152929,175383,"2014-01-01 10:28:29",NULL,NULL
152930,175385,"2014-01-01 10:29:36",NULL,NULL
152931,175387,"2014-01-01 10:34:37",NULL,NULL
152932,175388,"2014-01-01 10:35:36",194578,"2014-02-10 06:57:46"
152933,175389,"2014-01-01 10:38:51",NULL,NULL
152934,175390,"2014-01-01 10:39:55",NULL,NULL
152935,175391,"2014-01-01 10:40:22",NULL,NULL
152936,175392,"2014-01-01 10:40:32",NULL,NULL
152937,175393,"2014-01-01 10:43:17",NULL,NULL
152938,175394,"2014-01-01 10:44:30",NULL,NULL
152939,175396,"2014-01-01 10:47:22",NULL,NULL
152940,175397,"2014-01-01 10:49:38",NULL,NULL
152941,175398,"2014-01-01 10:49:42",NULL,NULL
152942,175399,"2014-01-01 10:49:49",NULL,NULL
152943,175400,"2014-01-01 10:50:20",NULL,NULL
152944,175401,"2014-01-01 10:52:36",NULL,NULL
152945,175402,"2014-01-01 10:55:26",NULL,NULL
152946,175403,"2014-01-01 10:57:27",NULL,NULL
152947,175406,"2014-01-01 11:01:46",NULL,NULL
152948,175407,"2014-01-01 11:02:13",NULL,NULL
152949,175409,"2014-01-01 11:06:25",208850,"2014-03-05 19:36:34"
152950,175410,"2014-01-01 11:07:23",NULL,NULL
152951,175411,"2014-01-01 11:10:56",NULL,NULL
152952,175412,"2014-01-01 11:10:59",NULL,NULL
152953,175413,"2014-01-01 11:11:15",189890,"2014-01-31 16:21:16"
152953,175413,"2014-01-01 11:11:15",191380,"2014-02-04 09:12:35"
152953,175413,"2014-01-01 11:11:15",204927,"2014-02-26 18:31:59"
152954,175415,"2014-01-01 11:16:30",NULL,NULL
152955,175416,"2014-01-01 11:17:31",NULL,NULL
152956,175418,"2014-01-01 11:20:17",NULL,NULL
152957,175419,"2014-01-01 11:20:35",182516,"2014-01-17 11:09:02"
152958,175420,"2014-01-01 11:21:26",NULL,NULL
152959,175421,"2014-01-01 11:22:25",NULL,NULL
152960,175422,"2014-01-01 11:24:09",NULL,NULL
152961,175423,"2014-01-01 11:24:54",NULL,NULL
152962,175424,"2014-01-01 11:26:25",183499,"2014-01-20 05:07:03"
152963,175425,"2014-01-01 11:27:57",NULL,NULL
152964,175427,"2014-01-01 11:30:25",NULL,NULL
152965,175428,"2014-01-01 11:30:51",NULL,NULL
152966,175429,"2014-01-01 11:31:26",NULL,NULL
152967,175430,"2014-01-01 11:31:50",NULL,NULL
152968,175431,"2014-01-01 11:31:57",NULL,NULL
152969,175432,"2014-01-01 11:32:22",NULL,NULL
152970,175433,"2014-01-01 11:33:36",NULL,NULL
152971,175434,"2014-01-01 11:37:23",NULL,NULL
152972,175435,"2014-01-01 11:38:56",NULL,NULL
152973,175436,"2014-01-01 11:41:36",196541,"2014-02-12 13:49:39"
152973,175436,"2014-01-01 11:41:36",216152,"2014-03-19 12:16:37"
152973,175436,"2014-01-01 11:41:36",222423,"2014-04-01 15:52:53"
152974,175437,"2014-01-01 11:42:18",NULL,NULL
152975,175438,"2014-01-01 11:42:21",NULL,NULL
152976,175440,"2014-01-01 11:48:07",NULL,NULL
152977,175442,"2014-01-01 11:51:08",NULL,NULL
152978,175443,"2014-01-01 11:51:21",NULL,NULL
152979,175444,"2014-01-01 11:51:40",NULL,NULL
152980,175445,"2014-01-01 11:52:57",NULL,NULL
152981,175447,"2014-01-01 11:56:30",NULL,NULL
152982,175449,"2014-01-01 11:57:32",NULL,NULL
152983,175450,"2014-01-01 11:58:15",NULL,NULL
152984,175454,"2014-01-01 12:03:25",NULL,NULL
152985,175456,"2014-01-01 12:06:01",NULL,NULL
152986,175457,"2014-01-01 12:10:38",NULL,NULL
152987,175458,"2014-01-01 12:11:37",NULL,NULL
152988,175461,"2014-01-01 12:19:16",210139,"2014-03-07 19:31:47"
152989,175462,"2014-01-01 12:20:12",NULL,NULL
152990,175463,"2014-01-01 12:23:47",NULL,NULL
152991,175464,"2014-01-01 12:26:57",NULL,NULL
152992,175468,"2014-01-01 12:29:53",NULL,NULL
152993,175470,"2014-01-01 12:30:41",208352,"2014-03-05 09:07:52"
152993,175470,"2014-01-01 12:30:41",223463,"2014-04-03 09:17:17"
152993,175470,"2014-01-01 12:30:41",234161,"2014-04-22 11:05:51"
152994,175471,"2014-01-01 12:31:14",NULL,NULL
152995,175472,"2014-01-01 12:33:31",NULL,NULL
152996,175473,"2014-01-01 12:37:36",197948,"2014-02-14 09:18:15"
152997,175474,"2014-01-01 12:37:37",NULL,NULL
152998,175477,"2014-01-01 12:45:03",207973,"2014-03-04 15:37:49"
152999,175478,"2014-01-01 12:47:25",209307,"2014-03-06 13:58:03"
153000,175480,"2014-01-01 12:48:20",NULL,NULL
153001,175481,"2014-01-01 12:48:42",NULL,NULL
153002,175482,"2014-01-01 12:49:31",NULL,NULL
153003,175483,"2014-01-01 12:51:54",204059,"2014-02-25 13:37:51"
153004,175484,"2014-01-01 12:53:11",NULL,NULL
153005,175486,"2014-01-01 12:55:50",193228,"2014-02-07 01:02:39"
153006,175487,"2014-01-01 12:56:07",210199,"2014-03-07 22:43:01"
153006,175487,"2014-01-01 12:56:07",215118,"2014-03-17 15:54:18"
153006,175487,"2014-01-01 12:56:07",227681,"2014-04-10 13:27:02"
153007,175488,"2014-01-01 13:04:36",NULL,NULL
153008,175489,"2014-01-01 13:05:53",NULL,NULL
153009,175490,"2014-01-01 13:06:54",NULL,NULL
153010,175491,"2014-01-01 13:08:39",NULL,NULL
153011,175493,"2014-01-01 13:12:13",NULL,NULL
153012,175494,"2014-01-01 13:13:03",NULL,NULL
153013,175496,"2014-01-01 13:17:25",NULL,NULL
153014,175497,"2014-01-01 13:18:09",NULL,NULL
153015,175498,"2014-01-01 13:18:28",NULL,NULL
153016,175499,"2014-01-01 13:19:01",NULL,NULL
153017,175500,"2014-01-01 13:23:35",NULL,NULL
153018,175501,"2014-01-01 13:24:18",NULL,NULL
153019,175502,"2014-01-01 13:28:23",NULL,NULL
153020,175504,"2014-01-01 13:33:30",NULL,NULL
153021,175505,"2014-01-01 13:34:43",NULL,NULL
153022,175506,"2014-01-01 13:34:56",NULL,NULL
153023,175507,"2014-01-01 13:36:17",NULL,NULL
153024,175508,"2014-01-01 13:39:24",NULL,NULL
153025,175509,"2014-01-01 13:41:12",NULL,NULL
153026,175510,"2014-01-01 13:42:11",NULL,NULL
153027,175511,"2014-01-01 13:42:31",NULL,NULL
153028,175512,"2014-01-01 13:50:45",NULL,NULL
153029,175513,"2014-01-01 13:55:33",182403,"2014-01-17 07:43:01"
153030,175514,"2014-01-01 13:56:08",NULL,NULL
153031,175515,"2014-01-01 13:58:03",193065,"2014-02-06 17:28:18"
153032,175516,"2014-01-01 13:58:17",NULL,NULL
153033,175517,"2014-01-01 14:03:12",NULL,NULL
153034,175519,"2014-01-01 14:07:57",NULL,NULL
153035,175521,"2014-01-01 14:10:12",NULL,NULL
153036,175522,"2014-01-01 14:13:16",NULL,NULL
153037,175524,"2014-01-01 14:17:56",NULL,NULL
153038,175525,"2014-01-01 14:18:08",NULL,NULL
153039,175526,"2014-01-01 14:19:23",NULL,NULL
153040,175527,"2014-01-01 14:22:58",203717,"2014-02-24 22:56:20"
153041,175528,"2014-01-01 14:24:43",181737,"2014-01-15 23:56:11"
153042,175529,"2014-01-01 14:36:00",NULL,NULL
153043,175531,"2014-01-01 14:38:46",NULL,NULL
153044,175532,"2014-01-01 14:43:24",NULL,NULL
153045,175533,"2014-01-01 14:44:24",179739,"2014-01-11 21:48:41"
153046,175534,"2014-01-01 14:49:10",NULL,NULL
153047,175536,"2014-01-01 14:51:15",NULL,NULL
153048,175537,"2014-01-01 14:51:35",NULL,NULL
153049,175538,"2014-01-01 14:52:41",NULL,NULL
153050,175539,"2014-01-01 14:57:05",NULL,NULL
153051,175540,"2014-01-01 15:00:03",NULL,NULL
153052,175541,"2014-01-01 15:00:16",NULL,NULL
153053,175542,"2014-01-01 15:02:54",NULL,NULL
153054,175545,"2014-01-01 15:10:23",NULL,NULL
153055,175547,"2014-01-01 15:11:47",NULL,NULL
153056,175548,"2014-01-01 15:12:10",NULL,NULL
153057,175549,"2014-01-01 15:13:00",NULL,NULL
153058,175550,"2014-01-01 15:13:09",NULL,NULL
153059,175551,"2014-01-01 15:13:52",182878,"2014-01-18 01:50:55"
153060,175552,"2014-01-01 15:15:02",NULL,NULL
153061,175553,"2014-01-01 15:15:06",NULL,NULL
153062,175554,"2014-01-01 15:16:16",NULL,NULL
153063,175556,"2014-01-01 15:21:38",206105,"2014-02-28 14:22:45"
153063,175556,"2014-01-01 15:21:38",224527,"2014-04-04 19:36:50"
153063,175556,"2014-01-01 15:21:38",230508,"2014-04-15 17:38:08"
153064,175557,"2014-01-01 15:24:24",NULL,NULL
153065,175558,"2014-01-01 15:25:27",NULL,NULL
153066,175559,"2014-01-01 15:28:58",NULL,NULL
153067,175562,"2014-01-01 15:38:09",178476,"2014-01-08 18:00:17"
153068,175564,"2014-01-01 15:39:09",NULL,NULL
153069,175566,"2014-01-01 15:46:04",NULL,NULL
153070,175567,"2014-01-01 15:46:17",NULL,NULL
153071,175568,"2014-01-01 15:47:23",NULL,NULL
153072,175569,"2014-01-01 15:50:10",NULL,NULL
153073,175570,"2014-01-01 15:52:37",NULL,NULL
153074,175572,"2014-01-01 15:55:12",NULL,NULL
153075,175575,"2014-01-01 15:57:32",NULL,NULL
153076,175576,"2014-01-01 15:57:58",183322,"2014-01-19 15:31:17"
153077,175577,"2014-01-01 15:59:23",NULL,NULL
153078,175578,"2014-01-01 16:02:53",NULL,NULL
153079,175579,"2014-01-01 16:03:20",NULL,NULL
153080,175580,"2014-01-01 16:03:24",189590,"2014-01-31 09:22:45"
153081,175582,"2014-01-01 16:08:44",180831,"2014-01-14 12:37:47"
153081,175582,"2014-01-01 16:08:44",186522,"2014-01-25 23:34:33"
153081,175582,"2014-01-01 16:08:44",188329,"2014-01-29 11:37:00"
153082,175584,"2014-01-01 16:10:43",NULL,NULL
153083,175585,"2014-01-01 16:13:29",NULL,NULL
153084,175586,"2014-01-01 16:17:41",NULL,NULL
153085,175587,"2014-01-01 16:22:49",NULL,NULL
153086,175589,"2014-01-01 16:25:51",NULL,NULL
153087,175590,"2014-01-01 16:26:40",NULL,NULL
153088,175591,"2014-01-01 16:27:47",NULL,NULL
153089,175593,"2014-01-01 16:32:23",NULL,NULL
153090,175595,"2014-01-01 16:34:36",NULL,NULL
153091,175596,"2014-01-01 16:35:08",NULL,NULL
153092,175597,"2014-01-01 16:39:27",NULL,NULL
153093,175598,"2014-01-01 16:47:27",NULL,NULL
153094,175600,"2014-01-01 16:55:19",NULL,NULL
153095,175601,"2014-01-01 16:57:07",NULL,NULL
153096,175602,"2014-01-01 16:59:09",NULL,NULL
153097,175603,"2014-01-01 16:59:24",NULL,NULL
153098,175604,"2014-01-01 17:00:57",NULL,NULL
153099,175605,"2014-01-01 17:01:01",NULL,NULL
153100,175607,"2014-01-01 17:10:29",NULL,NULL
153101,175608,"2014-01-01 17:12:42",NULL,NULL
153102,175609,"2014-01-01 17:12:54",NULL,NULL
153103,175612,"2014-01-01 17:21:03",NULL,NULL
153104,175614,"2014-01-01 17:28:21",NULL,NULL
153105,175615,"2014-01-01 17:28:28",NULL,NULL
153106,175617,"2014-01-01 17:28:56",NULL,NULL
153107,175618,"2014-01-01 17:29:25",NULL,NULL
153108,175619,"2014-01-01 17:36:25",196447,"2014-02-12 12:13:13"
153108,175619,"2014-01-01 17:36:25",209121,"2014-03-06 09:41:44"
153108,175619,"2014-01-01 17:36:25",217694,"2014-03-22 11:54:53"
153109,175621,"2014-01-01 17:54:09",NULL,NULL
153110,175622,"2014-01-01 17:55:52",NULL,NULL
153111,175625,"2014-01-01 18:13:21",NULL,NULL
153112,175626,"2014-01-01 18:14:04",NULL,NULL
153113,175628,"2014-01-01 18:17:56",NULL,NULL
153114,175629,"2014-01-01 18:20:03",NULL,NULL
153115,175630,"2014-01-01 18:24:36",NULL,NULL
153116,175633,"2014-01-01 18:27:09",202328,"2014-02-21 16:29:12"
153116,175633,"2014-01-01 18:27:09",203345,"2014-02-24 12:11:44"
153116,175633,"2014-01-01 18:27:09",210419,"2014-03-08 16:38:23"
153117,175634,"2014-01-01 18:27:39",NULL,NULL
153118,175636,"2014-01-01 18:40:07",NULL,NULL
153119,175637,"2014-01-01 18:44:52",NULL,NULL
153120,175638,"2014-01-01 18:46:20",NULL,NULL
153121,175639,"2014-01-01 18:46:26",NULL,NULL
153122,175640,"2014-01-01 18:53:51",NULL,NULL
153123,175641,"2014-01-01 18:57:35",NULL,NULL
153124,175643,"2014-01-01 19:00:17",NULL,NULL
153125,175644,"2014-01-01 19:06:07",NULL,NULL
153126,175645,"2014-01-01 19:07:48",NULL,NULL
153127,175646,"2014-01-01 19:11:19",209113,"2014-03-06 09:33:47"
153127,175646,"2014-01-01 19:11:19",221860,"2014-03-31 16:43:24"
153127,175646,"2014-01-01 19:11:19",231762,"2014-04-17 15:03:36"
153128,175648,"2014-01-01 19:16:12",NULL,NULL
153129,175651,"2014-01-01 19:22:26",NULL,NULL
153130,175652,"2014-01-01 19:22:54",NULL,NULL
153131,175653,"2014-01-01 19:24:07",NULL,NULL
153132,175655,"2014-01-01 19:29:50",NULL,NULL
153133,175659,"2014-01-01 19:42:14",NULL,NULL
153134,175660,"2014-01-01 19:42:16",NULL,NULL
153135,175662,"2014-01-01 19:52:58",194898,"2014-02-10 13:53:11"
153135,175662,"2014-01-01 19:52:58",202413,"2014-02-21 19:56:44"
153135,175662,"2014-01-01 19:52:58",214166,"2014-03-15 03:20:04"
153136,175665,"2014-01-01 20:00:40",NULL,NULL
153137,175666,"2014-01-01 20:05:48",NULL,NULL
153138,175667,"2014-01-01 20:08:22",NULL,NULL
153139,175668,"2014-01-01 20:08:23",NULL,NULL
153140,175669,"2014-01-01 20:12:48",NULL,NULL
153141,175670,"2014-01-01 20:16:28",NULL,NULL
153142,175671,"2014-01-01 20:17:38",NULL,NULL
153143,175672,"2014-01-01 20:18:24",191284,"2014-02-04 02:30:22"
153144,175673,"2014-01-01 20:32:46",NULL,NULL
153145,175674,"2014-01-01 20:33:30",NULL,NULL
153146,175676,"2014-01-01 20:39:33",180031,"2014-01-13 00:10:19"
153147,175677,"2014-01-01 20:39:50",NULL,NULL
153148,175679,"2014-01-01 20:40:29",200216,"2014-02-18 16:00:01"
153149,175680,"2014-01-01 20:43:54",NULL,NULL
153150,175681,"2014-01-01 20:45:44",NULL,NULL
153151,175683,"2014-01-01 20:53:55",NULL,NULL
153152,175684,"2014-01-01 20:57:12",NULL,NULL
153153,175685,"2014-01-01 20:59:04",NULL,NULL
153154,175686,"2014-01-01 21:01:02",NULL,NULL
153155,175687,"2014-01-01 21:02:08",NULL,NULL
153156,175688,"2014-01-01 21:04:55",177805,"2014-01-07 12:19:14"
153157,175690,"2014-01-01 21:08:25",NULL,NULL
153158,175691,"2014-01-01 21:11:02",NULL,NULL
153159,175692,"2014-01-01 21:14:38",NULL,NULL
153160,175693,"2014-01-01 21:16:26",NULL,NULL
153161,175694,"2014-01-01 21:17:18",192989,"2014-02-06 15:38:53"
153161,175694,"2014-01-01 21:17:18",199976,"2014-02-18 10:27:37"
153161,175694,"2014-01-01 21:17:18",211574,"2014-03-11 08:42:29"
153162,175696,"2014-01-01 21:20:25",NULL,NULL
153163,175697,"2014-01-01 21:21:49",NULL,NULL
153164,175698,"2014-01-01 21:23:03",188153,"2014-01-29 05:35:05"
153164,175698,"2014-01-01 21:23:03",203043,"2014-02-23 21:59:43"
153164,175698,"2014-01-01 21:23:03",208856,"2014-03-05 19:49:34"
153165,175699,"2014-01-01 21:26:09",NULL,NULL
153166,175700,"2014-01-01 21:32:44",NULL,NULL
153167,175701,"2014-01-01 21:40:03",NULL,NULL
153168,175702,"2014-01-01 21:40:15",NULL,NULL
153169,175703,"2014-01-01 21:48:00",NULL,NULL
153170,175704,"2014-01-01 21:59:47",NULL,NULL
153171,175705,"2014-01-01 22:00:23",NULL,NULL
153172,175706,"2014-01-01 22:00:36",NULL,NULL
153173,175709,"2014-01-01 22:11:43",NULL,NULL
153174,175710,"2014-01-01 22:16:45",NULL,NULL
153175,175711,"2014-01-01 22:20:15",NULL,NULL
153176,175712,"2014-01-01 22:20:51",NULL,NULL
153177,175713,"2014-01-01 22:30:40",NULL,NULL
153178,175714,"2014-01-01 22:30:53",NULL,NULL
153179,175715,"2014-01-01 22:32:00",NULL,NULL
153180,175716,"2014-01-01 22:33:06",NULL,NULL
153181,175717,"2014-01-01 22:33:25",NULL,NULL
153182,175718,"2014-01-01 22:33:43",NULL,NULL
153183,175719,"2014-01-01 22:34:48",NULL,NULL
153184,175720,"2014-01-01 22:40:56",NULL,NULL
153185,175721,"2014-01-01 22:48:40",NULL,NULL
153186,175722,"2014-01-01 22:49:11",NULL,NULL
153187,175723,"2014-01-01 22:53:20",NULL,NULL
153188,175724,"2014-01-01 22:57:29",NULL,NULL
153189,175725,"2014-01-01 22:58:33",NULL,NULL
153190,175726,"2014-01-01 22:59:50",NULL,NULL
153191,175727,"2014-01-01 23:00:32",NULL,NULL
153192,175728,"2014-01-01 23:04:32",NULL,NULL
153193,175729,"2014-01-01 23:08:47",191277,"2014-02-04 01:55:44"
153194,175731,"2014-01-01 23:11:22",NULL,NULL
153195,175732,"2014-01-01 23:12:17",NULL,NULL
153196,175733,"2014-01-01 23:12:28",NULL,NULL
153197,175734,"2014-01-01 23:15:12",NULL,NULL
153198,175735,"2014-01-01 23:17:55",NULL,NULL
153199,175736,"2014-01-01 23:21:24",NULL,NULL
153200,175737,"2014-01-01 23:22:40",NULL,NULL
153201,175738,"2014-01-01 23:26:20",NULL,NULL
153202,175740,"2014-01-01 23:47:05",NULL,NULL
153203,175742,"2014-01-01 23:49:10",NULL,NULL
153204,175743,"2014-01-01 23:49:14",NULL,NULL
153205,175744,"2014-01-01 23:51:16",NULL,NULL
153206,175746,"2014-01-01 23:52:37",NULL,NULL
153207,175747,"2014-01-01 23:55:42",NULL,NULL
153208,175748,"2014-01-02 00:01:42",NULL,NULL
153209,175749,"2014-01-02 00:10:39",NULL,NULL
153210,175750,"2014-01-02 00:14:24",NULL,NULL
153211,175752,"2014-01-02 00:27:27",NULL,NULL
153212,175753,"2014-01-02 00:34:23",NULL,NULL
153213,175755,"2014-01-02 00:38:03",NULL,NULL
153214,175756,"2014-01-02 00:38:34",NULL,NULL
153215,175757,"2014-01-02 00:47:21",205877,"2014-02-28 08:51:28"
153215,175757,"2014-01-02 00:47:21",222373,"2014-04-01 14:36:43"
153215,175757,"2014-01-02 00:47:21",228340,"2014-04-11 12:34:15"
153216,175758,"2014-01-02 00:48:49",NULL,NULL
153217,175760,"2014-01-02 00:54:50",NULL,NULL
153218,175761,"2014-01-02 00:57:20",NULL,NULL
153219,175762,"2014-01-02 01:10:07",NULL,NULL
153220,175763,"2014-01-02 01:16:11",183410,"2014-01-19 21:34:57"
153220,175763,"2014-01-02 01:16:11",203573,"2014-02-24 17:13:45"
153220,175763,"2014-01-02 01:16:11",211271,"2014-03-10 16:35:37"
153221,175765,"2014-01-02 01:38:59",NULL,NULL
153222,175766,"2014-01-02 01:43:05",NULL,NULL
153223,175767,"2014-01-02 01:44:01",NULL,NULL
153224,175768,"2014-01-02 01:45:31",NULL,NULL
153225,175769,"2014-01-02 01:46:34",NULL,NULL
153226,175770,"2014-01-02 01:48:35",NULL,NULL
153227,175771,"2014-01-02 01:57:40",NULL,NULL
153228,175772,"2014-01-02 02:04:34",NULL,NULL
153229,175773,"2014-01-02 02:08:04",NULL,NULL
153230,175774,"2014-01-02 02:15:55",NULL,NULL
153231,175775,"2014-01-02 02:27:46",NULL,NULL
153232,175777,"2014-01-02 03:01:03",193819,"2014-02-08 04:08:28"
153232,175777,"2014-01-02 03:01:03",203807,"2014-02-25 05:34:33"
153232,175777,"2014-01-02 03:01:03",211999,"2014-03-11 20:14:09"
153233,175778,"2014-01-02 03:07:55",192258,"2014-02-05 13:35:21"
153233,175778,"2014-01-02 03:07:55",207917,"2014-03-04 14:41:08"
153233,175778,"2014-01-02 03:07:55",213519,"2014-03-13 23:37:17"
153234,175779,"2014-01-02 03:08:56",NULL,NULL
153235,175780,"2014-01-02 03:12:31",205362,"2014-02-27 12:27:58"
153236,175781,"2014-01-02 03:14:37",NULL,NULL
153237,175782,"2014-01-02 03:14:45",NULL,NULL
153238,175783,"2014-01-02 03:16:23",182064,"2014-01-16 15:11:32"
153238,175783,"2014-01-02 03:16:23",193995,"2014-02-08 16:47:54"
153238,175783,"2014-01-02 03:16:23",204205,"2014-02-25 16:49:20"
153239,175785,"2014-01-02 03:31:55",NULL,NULL
153240,175786,"2014-01-02 03:46:46",179704,"2014-01-11 18:24:38"
153241,175787,"2014-01-02 03:49:41",NULL,NULL
153242,175788,"2014-01-02 03:52:11",NULL,NULL
153243,175789,"2014-01-02 03:59:12",178504,"2014-01-08 18:44:15"
153244,175790,"2014-01-02 04:14:30",NULL,NULL
153245,175791,"2014-01-02 04:14:38",NULL,NULL
153246,175792,"2014-01-02 04:30:13",189227,"2014-01-30 15:49:43"
